Country Code,Country Name,Region,IncomeGroup,student_pool_2026,student_pool_2035,student_pool_2050,student_pool_growth_2026_2050_pct,gdp_pc_ppp,gdp_growth,trade_gdp,services_share,tertiary_enrollment,internet_users,urban_share,gov_effectiveness,reg_quality,rule_of_law,pol_stability,target_tuition_usd,standard_capex_usd_mn,standard_capex_rub_mn,standard_opex_usd_mn,standard_opex_rub_mn,standard_breakeven_students,data_coverage_pct
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,17237.2928222109,15003.96786448967,13404.509301041711,-22.23541457873537,18714.198849352968,4.061834900502092,78.03680761820395,66.40187424386933,41.4983277591973,76.19010162,47.8487050456749,0.5168423429131508,2.223244726657864,4.00548720359802,7.1261343955993794,3368.555792883534,5.683025786398449,416.81357006729326,1.4150758351638937,103.78675602392651,420.0,93.33333333333331
KIR,Kiribati,East Asia & Pacific,Lower middle income,28723.648023872647,29815.15384607556,30739.046346667143,7.016512391181906,3257.136291253097,5.266897479170993,107.60377850993824,67.10602287184929,4.96087980270386,89.44029999,62.4620431275642,-0.676011748611927,-1.952036917209624,4.115557730197907,7.699225783348048,3000.0,6.031725964004946,442.3884964135932,1.539058120535092,112.88006316927756,513.0,100.0
COM,Comoros,Sub-Saharan Africa,Lower middle income,201543.2300884892,232219.3135098355,260890.27264444373,29.446309126780257,3482.534860374781,3.3381010943571,44.37317674990267,50.070252624186026,18.8190281456697,32.51750183,33.5392215673301,-10.74571573734281,-8.669026851654051,-9.38899326324463,-1.584217354655264,3000.0,5.14019674588482,377.0005340514778,1.2220699540923807,89.63100988496993,407.0,100.0
NRU,Nauru,East Asia & Pacific,High income,2483.8347914392307,2465.057086289188,2449.8259409620723,-1.3692074285444833,12468.76145246149,1.388888888889042,165.84677419354838,59.1528957274226,38.093350068095845,83.01170349,100.0,-0.4746564850211142,0.0671010017395019,-0.1288763042539357,6.836046397686003,3000.0,7.570975075879433,555.2825675752707,2.086346693646021,153.02017736009628,695.0,86.66666666666667
WSM,Samoa,East Asia & Pacific,Upper middle income,45497.58869490085,48332.1047969083,50784.64391755352,11.620517425894295,7686.249425718686,4.748384455647141,79.5241461770504,69.36299757149685,16.0263900756836,21.20000076,17.5029115108018,3.4480397403240177,-1.893741816282274,6.3047112226486215,7.687318801879851,3000.0,6.027665124009806,442.0906597893256,1.5376142663145975,112.77416570287131,513.0,100.0
DMA,Dominica,Latin America & Caribbean,Upper middle income,10516.75334721841,8663.21616423228,7403.410066414281,-29.603654074739527,18739.364040498604,2.052738472526002,78.03680761820395,56.94147248895148,6.9480299949646,82.04689789,73.5449839980866,1.825775057077405,2.157768636941911,4.37396818399429,8.996849775314308,3373.0855272897484,5.44822765258965,399.59262966047424,1.3315920542540978,97.66375499039084,395.0,93.33333333333331
TON,Tonga,East Asia & Pacific,Upper middle income,24057.18034844858,24905.55887448945,25621.86251690989,6.504013129544561,7030.419174397146,2.7901436686266834,79.62392050240447,49.98900877489875,42.8611738148984,67.4417038,21.1505271125521,-0.806676350533963,-2.752452015876773,3.839706540107725,7.613018035888649,3000.0,6.5094191779791855,477.4242364220341,1.7089045966148215,125.33721517227882,570.0,100.0
MAF,St. Martin (French part),Latin America & Caribbean,High income,3391.6864922382238,2336.478850449977,1731.2092565581236,-48.95727360061297,23134.759094596546,4.899999671335337,78.03680761820395,59.95832658230936,33.28544998168945,79.525064825,100.0,-0.5311454385519029,0.686234049499035,-1.9850994646549225,2.6895116567611668,4164.256637027377,5.614918965941943,411.8183706704594,1.3908600767793575,102.01068512727448,334.0,33.333333333333336
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,8467.805994180551,7261.57626228196,6409.841693979169,-24.30339454654141,7209.266549975357,2.501927178528732,123.80913396677472,66.99081209270345,37.6853055916775,65.915802,78.7325660244112,0.489827424287796,-2.9599119126796727,4.73898071050644,8.29485356807709,3000.0,7.492836935102086,549.5516350333534,2.058564243591853,150.98251245630345,686.0,100.0
VUT,Vanuatu,East Asia & Pacific,Lower middle income,70962.40050501762,80977.634938094,90252.78056824004,27.18394519624294,3172.047727513907,0.9421853622759072,63.59961216742535,59.05079620712888,4.87792015075684,22.35140038,22.2866933360645,-3.980238378047946,-0.836684964597223,0.989663735032084,6.525782287120817,3000.0,7.506832339357488,550.5781083648998,2.063540387327107,151.34748075196438,688.0,100.0
TUV,Tuvalu,East Asia & Pacific,Upper middle income,1860.3509263543403,1553.9702643355797,1342.9590849980495,-27.81151846282056,5812.399245377526,3.852809195170323,98.42496729666526,59.1528957274226,19.3509615384615,35.20000076,64.7254793441291,-3.1482590138912223,-1.334358707070354,7.075768589973439,8.32357335090638,3000.0,7.891755646853682,578.8097694605776,2.2004020077701982,161.3854046970943,733.0,86.66666666666667
