iso3,country,factor_key,factor_group,input_key,lineage_type,official_indicator_code,official_indicator_name_en,official_indicator_name_ru,provider,source_name,source_key,source_note,official_url,raw_file,source_manifest_code,latest_observed_year_in_run,year,unit,raw_value,normalized_value,normalization_method,within_factor_weight,factor_weight,scoring_role,weight_note,observation_status
NPL,Nepal,I_RUSCOMP,russiaCompatibility,isNonSovereignOrSpecial,official_indicator,ISO3166.SPECIAL_TERRITORY_FLAG,Is non sovereign or special,Особая или несамостоятельная территория,ISO 3166 / project country boundary reference,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,ISO country code and dashboard boundary reference,https://www.iso.org/iso-3166-country-codes.html,docs/data/world_admin_boundaries_ru_claimed_update_2026.geojson,,,2026,flag,False,,eligibility_reference_flag_not_scored_in_index,0.0,0.16,hard_filter_context,"0%: reference/status/context value, not an index bonus",official_or_reference
NPL,Nepal,I_RUSCOMP,russiaCompatibility,inPreparation,official_indicator,MGIMO_PIPELINE_STATUS.FLAG,In preparation,Проект в подготовке,MGIMO,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,MGIMO country presence reference table,https://mgimo.ru/about/,data/reference/mgimo_existing_presence.csv,,,2026,flag,False,,reference_status_flag_not_scored,0.0,0.16,reference_status_not_scored,"0%: reference/status/context value, not an index bonus",official_or_reference
NPL,Nepal,I_RUSCOMP,russiaCompatibility,partnerUniversitiesMgimoCount,official_indicator,MGIMO_PARTNER_UNIVERSITIES.COUNT,Partner universities mgimo count,Партнёрские университеты МГИМО,MGIMO,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,MGIMO partner universities country table,https://mgimo.ru/about/structure/int/docs/partner-universities/,data/reference/mgimo_partner_universities.csv,,,2026,count,0.0,0.5,"robust_norm(log1p(raw), positive=True)",0.14,0.16,direct_factor_formula_component,within-factor formula weight,official_or_reference
NPL,Nepal,I_RUSCOMP,russiaCompatibility,strategicHrFit,derived_component,not_applicable_modelled_component,Strategic hr fit,Стратегическое кадровое соответствие,MGIMO campuses/about and admissions pages,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,Manual reference table distinguishes operational branches from pipeline cases,https://mgimo.ru/about/,https://mgimo.ru/about/,,,2026,0-1,0.2909523598196818,0.2909523598196818,prepared_0_1_score,0.12,0.16,direct_factor_formula_component,within-factor formula weight,official_or_reference
NPL,Nepal,I_RUSCOMP,russiaCompatibility,programFit,derived_component,not_applicable_modelled_component,Program fit,Соответствие программ,MGIMO campuses/about and admissions pages,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,Manual reference table distinguishes operational branches from pipeline cases,https://mgimo.ru/about/,https://mgimo.ru/about/,,,2026,0-1,0.3246935564766828,0.3246935564766828,prepared_0_1_score,0.1,0.16,direct_factor_formula_component,within-factor formula weight,official_or_reference
NPL,Nepal,I_ECO,economy,gdpPppCurrent,official_indicator,NY.GDP.MKTP.PP.CD,Gdp ppp current,"ВВП по ППС, текущие международные доллары",World Bank Indicators API,World Bank World Development Indicators,world_bank_indicators_long,No API key required according to World Bank documentation; V2 endpoint is used,https://api.worldbank.org/v2/country/all/indicator/{indicator},https://api.worldbank.org/v2/country/all/indicator/{indicator},,,2026,international USD,149643411660.4685,0.6223354646789833,"robust_norm(log1p(raw), positive=True)",0.15,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
NPL,Nepal,I_ECO,economy,gdpPcPppCurrent,official_indicator,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP (constant 2021 international $)",ВВП на душу населения по ППС,World Bank,World Bank World Development Indicators,world_bank_indicators_long,World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.PCAP.PP.KD,NY.GDP.PCAP.PP.KD.xls,NY.GDP.PCAP.PP.KD,2024.0,2024,international USD,5046.815929729462,0.2299962537878196,"robust_norm(log1p(raw), positive=True)",0.25,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
NPL,Nepal,I_ECO,economy,gdpGrowthReal,official_indicator,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),"Рост ВВП, годовой процент",World Bank,World Bank World Development Indicators,world_bank_indicators_long,National accounts / OECD / World Bank staff estimates via World Bank,https://data.worldbank.org/indicator/NY.GDP.MKTP.KD.ZG,NY.GDP.MKTP.KD.ZG.xls,NY.GDP.MKTP.KD.ZG,2024.0,2024,%,3.6653743074496674,0.5692960561001151,"robust_norm(raw, positive=True)",0.17,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
NPL,Nepal,I_ECO,economy,tradePercentGdp,official_indicator,NE.TRD.GNFS.ZS,Trade (% of GDP),"Торговля товарами и услугами, процент ВВП",World Bank,World Bank World Development Indicators,world_bank_indicators_long,National accounts / OECD / World Bank staff estimates via World Bank,https://data.worldbank.org/indicator/NE.TRD.GNFS.ZS,NE.TRD.GNFS.ZS.xls,NE.TRD.GNFS.ZS,2024.0,2024,%,40.52982267719089,0.0337720561792638,"robust_norm(raw, positive=True)",0.08,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
NPL,Nepal,I_ECO,economy,programFit,derived_component,not_applicable_modelled_component,Program fit,Соответствие программ,World Bank Indicators API,World Bank World Development Indicators,world_bank_indicators_long,No API key required according to World Bank documentation; V2 endpoint is used,https://api.worldbank.org/v2/country/all/indicator/{indicator},https://api.worldbank.org/v2/country/all/indicator/{indicator},,,2026,0-1,0.3246935564766828,0.3246935564766828,prepared_0_1_score,0.18,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
NPL,Nepal,I_ECO,economy,sectorDepthScore,derived_component,not_applicable_modelled_component,Sector depth score,Глубина отраслевого спроса,World Bank Indicators API,World Bank World Development Indicators,world_bank_indicators_long,No API key required according to World Bank documentation; V2 endpoint is used,https://api.worldbank.org/v2/country/all/indicator/{indicator},https://api.worldbank.org/v2/country/all/indicator/{indicator},,,2026,0-1,0.4102538110043422,0.4102538110043422,mean(normalized sector depth indicators),0.07,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
NPL,Nepal,I_FIN,finance,npvExpectedUsd,derived_component,not_applicable_modelled_component,Npv expected usd,Ожидаемая приведённая стоимость,mgimo_branch_platform_project country_master_panel.csv,MGIMO Branch Ranker derived model output,live_merged_features,"Imported as features only; v0.3 recomputes all indices, eligibility and financial outputs.",data/platform_snapshot/country_master_panel.csv,data/platform_snapshot/country_master_panel.csv,,,2026,USD,-2996072.6867346186,0.486129467672357,"robust_norm(raw, positive=True)",0.3,0.16,direct_factor_formula_component,within-factor formula weight,modelled
NPL,Nepal,I_FIN,finance,npvPositiveProbability,derived_component,not_applicable_modelled_component,Npv positive probability,Вероятность положительной приведённой стоимости,mgimo_branch_platform_project country_master_panel.csv,MGIMO Branch Ranker derived model output,live_merged_features,"Imported as features only; v0.3 recomputes all indices, eligibility and financial outputs.",data/platform_snapshot/country_master_panel.csv,data/platform_snapshot/country_master_panel.csv,,,2026,USD,0.0,0.0,probability_0_1,0.7,0.16,direct_factor_formula_component,within-factor formula weight,modelled
NPL,Nepal,I_FEAS,feasibility,politicalStability,official_indicator,PV.EST,Political Stability and Absence of Violence/Terrorism: Estimate,Политическая стабильность и отсутствие насилия/терроризма,World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,Worldwide Governance Indicators,https://data.worldbank.org/indicator/PV.EST,PV.EST.xls,PV.EST,2023.0,2023,0-1,-1.5832949578762052,0.5648082591429748,"robust_norm(raw, positive=True)",0.15,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
NPL,Nepal,I_FEAS,feasibility,governmentEffectiveness,official_indicator,GE.EST,Government Effectiveness: Estimate,Эффективность государственного управления,World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,Worldwide Governance Indicators,https://data.worldbank.org/indicator/GE.EST,GE.EST.xls,GE.EST,2023.0,2023,0-1,-5.654626250267029,0.2581880765842608,"robust_norm(raw, positive=True)",0.12,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
NPL,Nepal,I_FEAS,feasibility,regulatoryQuality,official_indicator,RQ.EST,Regulatory Quality: Estimate,Качество регулирования,World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,Worldwide Governance Indicators,https://data.worldbank.org/indicator/RQ.EST,RQ.EST.xls,RQ.EST,2023.0,2023,0-1,-4.629896104335781,0.270443119350975,"robust_norm(raw, positive=True)",0.12,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
NPL,Nepal,I_FEAS,feasibility,ruleOfLaw,official_indicator,RL.EST,Rule of Law: Estimate,Верховенство права,World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,Worldwide Governance Indicators,https://data.worldbank.org/indicator/RL.EST,RL.EST.xls,RL.EST,2023.0,2023,0-1,-3.238686233758927,0.3604503077879343,"robust_norm(raw, positive=True)",0.12,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
NPL,Nepal,I_FEAS,feasibility,internetUsersPct,official_indicator,IT.NET.USER.ZS,Individuals using the Internet (% of population),"Пользователи интернета, процент населения",World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,ITU World Telecommunication/ICT Indicators Database via World Bank,https://data.worldbank.org/indicator/IT.NET.USER.ZS,IT.NET.USER.ZS.xls,IT.NET.USER.ZS,2025.0,2024,%,46.32189941,0.3693790029984532,"robust_norm(raw, positive=True)",0.11,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
NPL,Nepal,I_FEAS,feasibility,urbanPopulationPct,official_indicator,SP.URB.TOTL.IN.ZS,Urban population (% of total population),"Городское население, процент населения",World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,World Development Indicators,https://data.worldbank.org/indicator/SP.URB.TOTL.IN.ZS,SP.URB.TOTL.IN.ZS.xls,SP.URB.TOTL.IN.ZS,2024.0,2024,%,66.772343163029,0.5614262718432713,"robust_norm(raw, positive=True)",0.08,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
NPL,Nepal,I_FEAS,feasibility,partnerUniversitiesMgimoCount,official_indicator,MGIMO_PARTNER_UNIVERSITIES.COUNT,Partner universities mgimo count,Партнёрские университеты МГИМО,MGIMO,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,MGIMO partner universities country table,https://mgimo.ru/about/structure/int/docs/partner-universities/,data/reference/mgimo_partner_universities.csv,,,2026,count,0.0,0.5,"robust_norm(log1p(raw), positive=True)",0.07,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
NPL,Nepal,I_HRSTRAT,strategicHr,digitalFinanceProfileScore,derived_component,not_applicable_modelled_component,Digital finance profile score,Цифровые финансы и бизнес-информатика,mgimo_branch_platform_project country_master_panel.csv,MGIMO Branch Ranker derived model output,live_merged_features,"Imported as features only; v0.3 recomputes all indices, eligibility and financial outputs.",data/platform_snapshot/country_master_panel.csv,data/platform_snapshot/country_master_panel.csv,,,2026,0-1,0.3501959588842333,0.3501959588842333,prepared_0_1_score,0.2,0.06,direct_factor_formula_component,within-factor formula weight,modelled
NPL,Nepal,I_HRSTRAT,strategicHr,economicLegalProfileScore,derived_component,not_applicable_modelled_component,Economic legal profile score,Экономико-правовой профиль,mgimo_branch_platform_project country_master_panel.csv,MGIMO Branch Ranker derived model output,live_merged_features,"Imported as features only; v0.3 recomputes all indices, eligibility and financial outputs.",data/platform_snapshot/country_master_panel.csv,data/platform_snapshot/country_master_panel.csv,,,2026,0-1,0.2549315980723572,0.2549315980723572,prepared_0_1_score,0.15,0.06,direct_factor_formula_component,within-factor formula weight,modelled
NPL,Nepal,I_HRSTRAT,strategicHr,energyLogisticsProfileScore,derived_component,not_applicable_modelled_component,Energy logistics profile score,Энергетика и логистика,mgimo_branch_platform_project country_master_panel.csv,MGIMO Branch Ranker derived model output,live_merged_features,"Imported as features only; v0.3 recomputes all indices, eligibility and financial outputs.",data/platform_snapshot/country_master_panel.csv,data/platform_snapshot/country_master_panel.csv,,,2026,0-1,0.2479816561476043,0.2479816561476043,prepared_0_1_score,0.15,0.06,direct_factor_formula_component,within-factor formula weight,modelled
BOL,Bolivia,I_MARKET,market,addressableMarketStudents2026,derived_component,not_applicable_modelled_component,Addressable market students2026,"Адресуемый пул студентов, 2026",UN World Population Prospects 2024,UN World Population Prospects 2024,un_wpp2024_population_by_single_age_sex,Local official WPP 2024 PopulationBySingleAgeSex bulk files are used; PopMale/PopFemale/PopTotal are multiplied by 1000,https://population.un.org/wpp/,https://population.un.org/wpp/,,,2026,people,91762.73593005523,0.6220678996032655,"robust_norm(log1p(raw), positive=True)",0.5,0.22,direct_factor_formula_component,within-factor formula weight,official_or_reference
BOL,Bolivia,I_MARKET,market,addressableMarketStudents2035,derived_component,not_applicable_modelled_component,Addressable market students2035,"Адресуемый пул студентов, 2035",UN World Population Prospects 2024,UN World Population Prospects 2024,un_wpp2024_population_by_single_age_sex,Local official WPP 2024 PopulationBySingleAgeSex bulk files are used; PopMale/PopFemale/PopTotal are multiplied by 1000,https://population.un.org/wpp/,https://population.un.org/wpp/,,,2035,people,95226.20690868876,0.6296965934030901,"robust_norm(log1p(raw), positive=True)",0.15,0.22,direct_factor_formula_component,within-factor formula weight,official_or_reference
BOL,Bolivia,I_MARKET,market,addressableMarketStudents2050,derived_component,not_applicable_modelled_component,Addressable market students2050,"Адресуемый пул студентов, 2050",UN World Population Prospects 2024,UN World Population Prospects 2024,un_wpp2024_population_by_single_age_sex,Local official WPP 2024 PopulationBySingleAgeSex bulk files are used; PopMale/PopFemale/PopTotal are multiplied by 1000,https://population.un.org/wpp/,https://population.un.org/wpp/,,,2050,people,97552.76650112662,0.6458671926475972,"robust_norm(log1p(raw), positive=True)",0.1,0.22,direct_factor_formula_component,within-factor formula weight,official_or_reference
BOL,Bolivia,I_MARKET,market,amsGrowth2026_2035,derived_component,not_applicable_modelled_component,Ams growth2026 2035,Рост адресуемого пула 2026-2035,UN World Population Prospects 2024,UN World Population Prospects 2024,un_wpp2024_population_by_single_age_sex,Local official WPP 2024 PopulationBySingleAgeSex bulk files are used; PopMale/PopFemale/PopTotal are multiplied by 1000,https://population.un.org/wpp/,https://population.un.org/wpp/,,,2026,%,0.03774376323384154,0.4209807386638516,"robust_norm(raw growth, positive=True)",0.08,0.22,direct_factor_formula_component,within-factor formula weight,official_or_reference
BOL,Bolivia,I_MARKET,market,amsGrowth2026_2050,derived_component,not_applicable_modelled_component,Ams growth2026 2050,Рост адресуемого пула 2026-2050,UN World Population Prospects 2024,UN World Population Prospects 2024,un_wpp2024_population_by_single_age_sex,Local official WPP 2024 PopulationBySingleAgeSex bulk files are used; PopMale/PopFemale/PopTotal are multiplied by 1000,https://population.un.org/wpp/,https://population.un.org/wpp/,,,2026,%,0.06309784154087072,0.4471242880275745,"robust_norm(raw growth, positive=True)",0.07,0.22,direct_factor_formula_component,within-factor formula weight,official_or_reference
BOL,Bolivia,I_MARKET,market,educationScore,derived_component,not_applicable_modelled_component,Education score,Образовательный контекст,UN World Population Prospects 2024,UN World Population Prospects 2024,un_wpp2024_population_by_single_age_sex,Local official WPP 2024 PopulationBySingleAgeSex bulk files are used; PopMale/PopFemale/PopTotal are multiplied by 1000,https://population.un.org/wpp/,https://population.un.org/wpp/,,,2026,0-1,0.3324946810672193,0.3324946810672193,prepared_0_1_score,0.05,0.22,direct_factor_formula_component,within-factor formula weight,official_or_reference
BOL,Bolivia,I_MARKET,market,educationHubScore,derived_component,not_applicable_modelled_component,Education hub score,Позиция образовательного центра,UN World Population Prospects 2024,UN World Population Prospects 2024,un_wpp2024_population_by_single_age_sex,Local official WPP 2024 PopulationBySingleAgeSex bulk files are used; PopMale/PopFemale/PopTotal are multiplied by 1000,https://population.un.org/wpp/,https://population.un.org/wpp/,,,2026,0-1,0.5,0.5,prepared_0_1_score,0.05,0.22,direct_factor_formula_component,within-factor formula weight,official_or_reference
BOL,Bolivia,I_PROGRAM,program,programFit,derived_component,not_applicable_modelled_component,Program fit,Соответствие программ,mgimo_branch_platform_project country_master_panel.csv,MGIMO Branch Ranker derived model output,live_merged_features,"Imported as features only; v0.3 recomputes all indices, eligibility and financial outputs.",data/platform_snapshot/country_master_panel.csv,data/platform_snapshot/country_master_panel.csv,,,2026,0-1,0.3502340110628145,0.3502340110628145,0.65*max(profile_scores)+0.35*mean(profile_scores),1.0,0.12,direct_factor_formula_component,within-factor formula weight,modelled
BOL,Bolivia,I_RUSCOMP,russiaCompatibility,isUnfriendly,official_indicator,RU_GOV_ORDER_430R.UNFRIENDLY_COUNTRY_FLAG,Is unfriendly,Недружественная страна по распоряжению Правительства РФ N 430-р,Government of the Russian Federation,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,Government Order No. 430-r country table,https://www.alta.ru/tamdoc/22rs0430/,data/reference/unfriendly_countries_platform_2026.csv,,,2026,flag,False,0.0,legal_filter_gate; unfriendly => I_RUSCOMP=0,0.0,0.16,multiplicative_gate,"0%: reference/status/context value, not an index bonus",official_or_reference
BOL,Bolivia,I_RUSCOMP,russiaCompatibility,hasExistingMgimoBranch,official_indicator,MGIMO_BRANCH_PRESENCE.FLAG,Has existing mgimo branch,Действующее присутствие МГИМО,MGIMO,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,MGIMO country presence reference table,https://mgimo.ru/about/,data/reference/mgimo_existing_presence.csv,,,2026,flag,False,0.0,-0.20*existing_branch_flag,-0.2,0.16,direct_penalty,direct formula penalty; negative sign is part of formula,official_or_reference
BOL,Bolivia,I_RUSCOMP,russiaCompatibility,isDomesticRussia,official_indicator,ISO3166.RUS.DOMESTIC_FLAG,Is domestic russia,Россия как внутренняя юрисдикция,ISO 3166 / project country boundary reference,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,ISO country code and dashboard boundary reference,https://www.iso.org/iso-3166-country-codes.html,docs/data/world_admin_boundaries_ru_claimed_update_2026.geojson,,,2026,flag,False,,eligibility_reference_flag_not_scored_in_index,0.0,0.16,hard_filter_context,"0%: reference/status/context value, not an index bonus",official_or_reference
BOL,Bolivia,I_RUSCOMP,russiaCompatibility,isNonSovereignOrSpecial,official_indicator,ISO3166.SPECIAL_TERRITORY_FLAG,Is non sovereign or special,Особая или несамостоятельная территория,ISO 3166 / project country boundary reference,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,ISO country code and dashboard boundary reference,https://www.iso.org/iso-3166-country-codes.html,docs/data/world_admin_boundaries_ru_claimed_update_2026.geojson,,,2026,flag,False,,eligibility_reference_flag_not_scored_in_index,0.0,0.16,hard_filter_context,"0%: reference/status/context value, not an index bonus",official_or_reference
BOL,Bolivia,I_RUSCOMP,russiaCompatibility,inPreparation,official_indicator,MGIMO_PIPELINE_STATUS.FLAG,In preparation,Проект в подготовке,MGIMO,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,MGIMO country presence reference table,https://mgimo.ru/about/,data/reference/mgimo_existing_presence.csv,,,2026,flag,False,,reference_status_flag_not_scored,0.0,0.16,reference_status_not_scored,"0%: reference/status/context value, not an index bonus",official_or_reference
BOL,Bolivia,I_RUSCOMP,russiaCompatibility,partnerUniversitiesMgimoCount,official_indicator,MGIMO_PARTNER_UNIVERSITIES.COUNT,Partner universities mgimo count,Партнёрские университеты МГИМО,MGIMO,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,MGIMO partner universities country table,https://mgimo.ru/about/structure/int/docs/partner-universities/,data/reference/mgimo_partner_universities.csv,,,2026,count,0.0,0.5,"robust_norm(log1p(raw), positive=True)",0.14,0.16,direct_factor_formula_component,within-factor formula weight,official_or_reference
BOL,Bolivia,I_RUSCOMP,russiaCompatibility,strategicHrFit,derived_component,not_applicable_modelled_component,Strategic hr fit,Стратегическое кадровое соответствие,MGIMO campuses/about and admissions pages,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,Manual reference table distinguishes operational branches from pipeline cases,https://mgimo.ru/about/,https://mgimo.ru/about/,,,2026,0-1,0.2533656603430088,0.2533656603430088,prepared_0_1_score,0.12,0.16,direct_factor_formula_component,within-factor formula weight,official_or_reference
BOL,Bolivia,I_RUSCOMP,russiaCompatibility,programFit,derived_component,not_applicable_modelled_component,Program fit,Соответствие программ,MGIMO campuses/about and admissions pages,MGIMO partner registry and Government of Russia Order No. 430-r,mgimo_presence,Manual reference table distinguishes operational branches from pipeline cases,https://mgimo.ru/about/,https://mgimo.ru/about/,,,2026,0-1,0.3502340110628145,0.3502340110628145,prepared_0_1_score,0.1,0.16,direct_factor_formula_component,within-factor formula weight,official_or_reference
BOL,Bolivia,I_ECO,economy,gdpPppCurrent,official_indicator,NY.GDP.MKTP.PP.CD,Gdp ppp current,"ВВП по ППС, текущие международные доллары",World Bank Indicators API,World Bank World Development Indicators,world_bank_indicators_long,No API key required according to World Bank documentation; V2 endpoint is used,https://api.worldbank.org/v2/country/all/indicator/{indicator},https://api.worldbank.org/v2/country/all/indicator/{indicator},,,2026,international USD,140632330052.60352,0.6145979394499739,"robust_norm(log1p(raw), positive=True)",0.15,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
BOL,Bolivia,I_ECO,economy,gdpPcPppCurrent,official_indicator,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP (constant 2021 international $)",ВВП на душу населения по ППС,World Bank,World Bank World Development Indicators,world_bank_indicators_long,World Development Indicators,https://data.worldbank.org/indicator/NY.GDP.PCAP.PP.KD,NY.GDP.PCAP.PP.KD.xls,NY.GDP.PCAP.PP.KD,2024.0,2024,international USD,11329.151806153595,0.4633515531641186,"robust_norm(log1p(raw), positive=True)",0.25,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
BOL,Bolivia,I_ECO,economy,gdpGrowthReal,official_indicator,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),"Рост ВВП, годовой процент",World Bank,World Bank World Development Indicators,world_bank_indicators_long,National accounts / OECD / World Bank staff estimates via World Bank,https://data.worldbank.org/indicator/NY.GDP.MKTP.KD.ZG,NY.GDP.MKTP.KD.ZG.xls,NY.GDP.MKTP.KD.ZG,2024.0,2024,%,-1.1233559551721155,0.029321836579063,"robust_norm(raw, positive=True)",0.17,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
BOL,Bolivia,I_ECO,economy,tradePercentGdp,official_indicator,NE.TRD.GNFS.ZS,Trade (% of GDP),"Торговля товарами и услугами, процент ВВП",World Bank,World Bank World Development Indicators,world_bank_indicators_long,National accounts / OECD / World Bank staff estimates via World Bank,https://data.worldbank.org/indicator/NE.TRD.GNFS.ZS,NE.TRD.GNFS.ZS.xls,NE.TRD.GNFS.ZS,2024.0,2024,%,46.977871614840325,0.0757986934898028,"robust_norm(raw, positive=True)",0.08,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
BOL,Bolivia,I_ECO,economy,programFit,derived_component,not_applicable_modelled_component,Program fit,Соответствие программ,World Bank Indicators API,World Bank World Development Indicators,world_bank_indicators_long,No API key required according to World Bank documentation; V2 endpoint is used,https://api.worldbank.org/v2/country/all/indicator/{indicator},https://api.worldbank.org/v2/country/all/indicator/{indicator},,,2026,0-1,0.3502340110628145,0.3502340110628145,prepared_0_1_score,0.18,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
BOL,Bolivia,I_ECO,economy,sectorDepthScore,derived_component,not_applicable_modelled_component,Sector depth score,Глубина отраслевого спроса,World Bank Indicators API,World Bank World Development Indicators,world_bank_indicators_long,No API key required according to World Bank documentation; V2 endpoint is used,https://api.worldbank.org/v2/country/all/indicator/{indicator},https://api.worldbank.org/v2/country/all/indicator/{indicator},,,2026,0-1,0.3647468575100075,0.3647468575100075,mean(normalized sector depth indicators),0.07,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
BOL,Bolivia,I_FIN,finance,npvExpectedUsd,derived_component,not_applicable_modelled_component,Npv expected usd,Ожидаемая приведённая стоимость,mgimo_branch_platform_project country_master_panel.csv,MGIMO Branch Ranker derived model output,live_merged_features,"Imported as features only; v0.3 recomputes all indices, eligibility and financial outputs.",data/platform_snapshot/country_master_panel.csv,data/platform_snapshot/country_master_panel.csv,,,2026,USD,-3347723.6931375857,0.4295176103197784,"robust_norm(raw, positive=True)",0.3,0.16,direct_factor_formula_component,within-factor formula weight,modelled
BOL,Bolivia,I_FIN,finance,npvPositiveProbability,derived_component,not_applicable_modelled_component,Npv positive probability,Вероятность положительной приведённой стоимости,mgimo_branch_platform_project country_master_panel.csv,MGIMO Branch Ranker derived model output,live_merged_features,"Imported as features only; v0.3 recomputes all indices, eligibility and financial outputs.",data/platform_snapshot/country_master_panel.csv,data/platform_snapshot/country_master_panel.csv,,,2026,USD,0.0,0.0,probability_0_1,0.7,0.16,direct_factor_formula_component,within-factor formula weight,modelled
BOL,Bolivia,I_FEAS,feasibility,politicalStability,official_indicator,PV.EST,Political Stability and Absence of Violence/Terrorism: Estimate,Политическая стабильность и отсутствие насилия/терроризма,World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,Worldwide Governance Indicators,https://data.worldbank.org/indicator/PV.EST,PV.EST.xls,PV.EST,2023.0,2023,0-1,-2.1922854483127567,0.5380267797069647,"robust_norm(raw, positive=True)",0.15,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
BOL,Bolivia,I_FEAS,feasibility,governmentEffectiveness,official_indicator,GE.EST,Government Effectiveness: Estimate,Эффективность государственного управления,World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,Worldwide Governance Indicators,https://data.worldbank.org/indicator/GE.EST,GE.EST.xls,GE.EST,2023.0,2023,0-1,-4.476367473602298,0.3100037846938621,"robust_norm(raw, positive=True)",0.12,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
BOL,Bolivia,I_FEAS,feasibility,regulatoryQuality,official_indicator,RQ.EST,Regulatory Quality: Estimate,Качество регулирования,World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,Worldwide Governance Indicators,https://data.worldbank.org/indicator/RQ.EST,RQ.EST.xls,RQ.EST,2023.0,2023,0-1,-8.23983144760132,0.1083272456230887,"robust_norm(raw, positive=True)",0.12,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
BOL,Bolivia,I_FEAS,feasibility,ruleOfLaw,official_indicator,RL.EST,Rule of Law: Estimate,Верховенство права,World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,Worldwide Governance Indicators,https://data.worldbank.org/indicator/RL.EST,RL.EST.xls,RL.EST,2023.0,2023,0-1,-8.53536558151242,0.1314849295693421,"robust_norm(raw, positive=True)",0.12,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
BOL,Bolivia,I_FEAS,feasibility,internetUsersPct,official_indicator,IT.NET.USER.ZS,Individuals using the Internet (% of population),"Пользователи интернета, процент населения",World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,ITU World Telecommunication/ICT Indicators Database via World Bank,https://data.worldbank.org/indicator/IT.NET.USER.ZS,IT.NET.USER.ZS.xls,IT.NET.USER.ZS,2025.0,2024,%,79.70469666,0.7758783078326867,"robust_norm(raw, positive=True)",0.11,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
BOL,Bolivia,I_FEAS,feasibility,urbanPopulationPct,official_indicator,SP.URB.TOTL.IN.ZS,Urban population (% of total population),"Городское население, процент населения",World Bank,"World Bank WGI, LPI and WDI operational indicators",world_bank_wgi_long,World Development Indicators,https://data.worldbank.org/indicator/SP.URB.TOTL.IN.ZS,SP.URB.TOTL.IN.ZS.xls,SP.URB.TOTL.IN.ZS,2024.0,2024,%,71.2361453773988,0.6203442505775456,"robust_norm(raw, positive=True)",0.08,0.14,direct_factor_formula_component,within-factor formula weight,official_or_reference
