originIso3,originCountry,region,originLat,originLon,destinationCity,destinationLat,destinationLon,flowType,modelledPotentialIndex,strokeWidth,saiMgimoV3Score,rankPracticalStudentRecruitment,studentRecruitmentStatus,trace,evidence,iso3,country
BWA,Botswana,Sub-Saharan Africa,-22.102634,24.179216,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,51.07565256510844,1.8502778352800484,53.74219040629128,98,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 51.07565256510844, 'normalized_value': 0.5107565256510844, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,BWA,Botswana
BLR,Belarus,Europe & Central Asia,53.821888,28.417701,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,53.339228341564734,1.9034718660267715,53.55846319182472,99,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 53.339228341564734, 'normalized_value': 0.5333922834156474, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,BLR,Belarus
MNG,Mongolia,East Asia & Pacific,45.997488,104.150405,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,50.83344649751224,1.8445859926915376,53.45287214236417,100,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 50.83344649751224, 'normalized_value': 0.5083344649751225, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,MNG,Mongolia
NAM,Namibia,Sub-Saharan Africa,-20.575298,17.108166,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,51.06809866240152,1.850100318566436,53.181446107025565,101,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 51.06809866240152, 'normalized_value': 0.5106809866240152, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,NAM,Namibia
CRI,Costa Rica,Latin America & Caribbean,10.0651,-84.077922,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,52.11189636932002,1.8746295646790203,53.00423103465268,102,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 52.11189636932002, 'normalized_value': 0.5211189636932002, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,CRI,Costa Rica
LBN,Lebanon,Middle East & North Africa,34.133368,35.992892,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,53.16870979137333,1.8994646800972728,52.86851285776788,103,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 53.16870979137333, 'normalized_value': 0.5316870979137334, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,LBN,Lebanon
NIC,Nicaragua,Latin America & Caribbean,12.670697,-85.069347,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,54.08800698919127,1.921068164245995,52.85908820515169,104,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 54.08800698919127, 'normalized_value': 0.5408800698919127, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,NIC,Nicaragua
STP,São Tomé and Principe,Sub-Saharan Africa,0.9709,7.021,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,41.55873555588656,1.6266302855633343,52.73500991984072,105,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 41.55873555588656, 'normalized_value': 0.41558735555886556, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,STP,São Tomé and Principe
SRB,Serbia,Europe & Central Asia,44.189919,20.787989,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,51.4485544479664,1.8590410295272104,52.45180387223501,106,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 51.4485544479664, 'normalized_value': 0.514485544479664, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,SRB,Serbia
URY,Uruguay,Latin America & Caribbean,-32.961127,-55.966942,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,49.82804334672274,1.8209590186479845,52.17317471063652,107,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 49.82804334672274, 'normalized_value': 0.4982804334672274, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,URY,Uruguay
QAT,Qatar,Middle East & North Africa,25.237383,51.143509,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,47.61682074144407,1.7689952874239356,51.93804662986058,108,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 47.61682074144407, 'normalized_value': 0.4761682074144407, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,QAT,Qatar
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,39.885252,126.444516,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,57.05705516826897,1.9908407964543209,51.674616841973055,109,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 57.05705516826897, 'normalized_value': 0.5705705516826897, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,PRK,"Korea, Dem. People's Rep."
CUB,Cuba,Latin America & Caribbean,21.334024,-77.975855,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,52.9980761120268,1.8954547886326296,51.47416959897838,110,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 52.9980761120268, 'normalized_value': 0.529980761120268, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,CUB,Cuba
GEO,Georgia,Europe & Central Asia,41.870087,43.735724,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,48.72511827370758,1.7950402794321283,51.02366496697995,111,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 48.72511827370758, 'normalized_value': 0.4872511827370758, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,GEO,Georgia
TLS,Timor-Leste,East Asia & Pacific,-8.803705,125.854679,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,46.95462884815625,1.7534337779316718,50.57169181716797,112,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 46.95462884815625, 'normalized_value': 0.4695462884815625, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,TLS,Timor-Leste
SLV,El Salvador,Latin America & Caribbean,13.685371,-88.890124,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,52.01411795893347,1.8723317720349368,50.46264858909443,113,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 52.01411795893347, 'normalized_value': 0.5201411795893347, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,SLV,El Salvador
LSO,Lesotho,Sub-Saharan Africa,-29.480158,28.246639,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,48.359939071764366,1.7864585681864629,50.29682910529296,114,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 48.359939071764366, 'normalized_value': 0.4835993907176437, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,LSO,Lesotho
BIH,Bosnia and Herzegovina,Europe & Central Asia,44.091051,18.06841,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,46.966046244745954,1.75370208675153,50.12090168469185,115,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 46.966046244745954, 'normalized_value': 0.4696604624474595, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,BIH,Bosnia and Herzegovina
MDA,Moldova,Europe & Central Asia,47.434999,28.487904,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,46.6562534302107,1.7464219556099514,49.61985101259896,116,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 46.6562534302107, 'normalized_value': 0.466562534302107, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,MDA,Moldova
MUS,Mauritius,Sub-Saharan Africa,-20.299506,57.565848,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,43.85107200597522,1.6805001921404177,49.09368196074018,117,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 43.85107200597522, 'normalized_value': 0.43851072005975217, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,MUS,Mauritius
ARM,Armenia,Europe & Central Asia,40.459077,44.800564,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,46.38554939543166,1.740060410792644,48.73355166600452,118,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 46.38554939543166, 'normalized_value': 0.4638554939543166, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,ARM,Armenia
BRN,Brunei Darussalam,East Asia & Pacific,4.448298,114.551943,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,39.823308112385305,1.5858477406410547,48.66040160783481,119,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 39.823308112385305, 'normalized_value': 0.398233081123853, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,BRN,Brunei Darussalam
BLZ,Belize,Latin America & Caribbean,17.202068,-88.712962,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,39.725931815725176,1.5835593976695417,47.737934072901176,120,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 39.725931815725176, 'normalized_value': 0.39725931815725174, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,BLZ,Belize
JAM,Jamaica,Latin America & Caribbean,18.137124,-77.318767,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,45.9551768863892,1.7299466568301465,47.01837178781363,121,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 45.9551768863892, 'normalized_value': 0.459551768863892, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,JAM,Jamaica
CPV,Cabo Verde,Sub-Saharan Africa,15.074761,-23.639434,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,39.67541000126087,1.5823721350296305,46.94077442106004,122,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 39.67541000126087, 'normalized_value': 0.3967541000126087, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,CPV,Cabo Verde
WSM,Samoa,East Asia & Pacific,-13.639139,-172.438241,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,36.27232025451367,1.5023995259810712,46.73058550863279,123,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 36.27232025451367, 'normalized_value': 0.36272320254513674, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,WSM,Samoa
FJI,Fiji,East Asia & Pacific,-17.826099,177.975427,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,40.66312788708426,1.6055835053464802,45.39075820868347,124,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 40.66312788708426, 'normalized_value': 0.4066312788708426, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,FJI,Fiji
MDV,Maldives,South Asia,4.174441,73.507554,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,36.75283110983517,1.5136915310811263,44.683392757178304,125,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 36.75283110983517, 'normalized_value': 0.3675283110983517, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,MDV,Maldives
LCA,St. Lucia,Latin America & Caribbean,13.892371,-60.980094,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,33.11615116136457,1.4282295522920676,44.41381742582888,126,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 33.11615116136457, 'normalized_value': 0.3311615116136457, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,LCA,St. Lucia
ATG,Antigua and Barbuda,Latin America & Caribbean,17.352249,-61.790612,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,31.06580134936683,1.3800463317101204,43.14694631856504,127,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 31.06580134936683, 'normalized_value': 0.3106580134936683, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,ATG,Antigua and Barbuda
BRB,Barbados,Latin America & Caribbean,13.163709,-59.568966,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,33.1974245869666,1.430139477793715,42.703120272174985,128,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 33.1974245869666, 'normalized_value': 0.33197424586966595, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,BRB,Barbados
TON,Tonga,East Asia & Pacific,-21.210026,-175.163014,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,31.01813139410037,1.378926087761359,42.67322255842612,129,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 31.01813139410037, 'normalized_value': 0.3101813139410037, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,TON,Tonga
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,13.0879,-61.3359,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,28.6239625847974,1.3226631207427388,39.75550358999639,130,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 28.6239625847974, 'normalized_value': 0.286239625847974, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,VCT,St. Vincent and the Grenadines
GRD,Grenada,Latin America & Caribbean,12.113156,-61.680461,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,24.90131355256728,1.2351808684853312,34.585157711899,131,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 24.90131355256728, 'normalized_value': 0.2490131355256728, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,GRD,Grenada
MHL,Marshall Islands,East Asia & Pacific,7.082568,171.193609,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,24.70743046129028,1.2306246158403216,34.315875640680936,132,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 24.70743046129028, 'normalized_value': 0.2470743046129028, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,MHL,Marshall Islands
KNA,St. Kitts and Nevis,Latin America & Caribbean,17.336558,-62.757975,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,23.59953785025813,1.2045891394810662,32.7771359031363,133,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 23.59953785025813, 'normalized_value': 0.23599537850258132, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,KNA,St. Kitts and Nevis
PLW,Palau,East Asia & Pacific,7.518252,134.580157,Moscow,55.7558,37.6176,modelled_potential_not_observed_mgimo_students,22.665708707568825,1.1826441546278674,31.48015098273448,134,practical_priority_pool,"{'source_key': 'student_flows_modelled_v3.csv', 'year': '2026/2035', 'raw_value': 22.665708707568825, 'normalized_value': 0.22665708707568824, 'normalization_method': '0.72*SAI_MGIMO_V3_SCORE/100 + 0.28*lognorm(pop_15_24_latest)', 'weight': 1.0, 'score_type': 'modelled_potential_not_observed_student_headcount'}",modelled,PLW,Palau
