rank_practical_student_recruitment,rank_reference_all,iso3,country,region,income_group,student_recruitment_status,SAI_MGIMO_V3_SCORE,A_YOUTH_OPPORTUNITY,A_OUTBOUND_MOBILITY_UIS,A_LEGAL_PARTNERSHIP_CONTEXT,A_PROGRAM_RELEVANCE,A_AFFORDABILITY_ACCESS,A_DIGITAL_REACH,A_DATAQ,pop_15_24_latest,pop_15_24_latest_year,pop_15_24_base_year,pop_15_24_growth_10y_pct,student_pool_latest,student_pool_latest_year,uis_outbound_mobility_ratio,uis_outbound_mobility_year,uis_source_key,uis_observation_status,internet_users_pct,gdp_pc_ppp_current,program_relevance_score,dataq_required_available,dataq_required_total,score_source_policy,is_unfriendly_430r,is_domestic_russia,is_non_sovereign_or_special,has_existing_mgimo_presence,in_preparation,has_required_open_data,due_diligence_warnings,latitude,longitude
84,84,ERI,Eritrea,Sub-Saharan Africa,Low income,practical_priority_pool,56.73293729388368,0.644137747285532,0.29654246749539404,1.0,0.3667324023168418,0.1412518718576729,0.0,1.0,785494.0,2024,2014,23.86095929508305,919374.4,2024,19.69042015075684,2016.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,14.34939957,3710.665991204799,0.3667324023168418,6,6,open_api_factual_only,False,False,False,False,False,True,,15.787401,38.285566
85,85,LBR,Liberia,Sub-Saharan Africa,Low income,practical_priority_pool,56.14202600322755,0.7359119322610671,0.014784273001016816,1.0,0.289821596773285,0.0,0.19782706199291109,1.0,1170541.0,2024,2014,35.563224913574956,1363315.15,2024,1.723369956016541,2012.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,32.23360062,1646.0586136660083,0.289821596773285,6,6,open_api_factual_only,False,False,False,False,False,True,,6.447177,-9.460379
86,86,BHR,Bahrain,Middle East & North Africa,High income,practical_priority_pool,55.80431512851591,0.4514837294734775,0.1220314924489103,1.0,0.7053965817711965,0.9390753535816492,1.0,1.0,194891.0,2024,2014,9.028100227688496,260370.95,2024,8.562270164489746,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,100.0,58891.83048607366,0.7053965817711965,6,6,open_api_factual_only,False,False,False,False,False,True,,26.055972,50.554816
87,87,TUN,Tunisia,Middle East & North Africa,Lower middle income,practical_priority_pool,55.631026577097764,0.5451943233683861,0.13822716707605318,1.0,0.5280217833089847,0.49801357399297835,0.7368550062579636,1.0,1683140.0,2024,2014,-9.606625503419142,2061932.9,2024,9.595029830932615,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,76.5,12774.915856802114,0.5280217833089847,6,6,open_api_factual_only,False,False,False,False,False,True,,33.687263,9.007881
88,88,TJK,Tajikistan,Europe & Central Asia,Lower middle income,practical_priority_pool,55.38358072226755,0.6188115946332519,0.10444984272597743,1.0,0.444469835045279,0.21286573290797178,0.4847126072948147,1.0,1807132.0,2024,2014,4.133816297624637,2199818.65,2024,7.4411301612854,2017.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,55.79339981,4755.932967047187,0.444469835045279,6,6,open_api_factual_only,False,False,False,False,False,True,,38.199835,72.587276
89,89,SYC,Seychelles,Sub-Saharan Africa,High income,practical_priority_pool,55.32323222529823,0.1821018638457885,1.0,1.0,0.7871702145593922,0.7370140334830739,0.8746732789088064,1.0,16630.0,2024,2014,-2.75422489912871,21392.35,2024,71.39541625976562,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,87.81800079,29241.77580488251,0.7871702145593922,6,6,open_api_factual_only,False,False,False,False,False,True,,-4.676659,55.480175
90,90,LAO,Lao PDR,East Asia & Pacific,Lower middle income,practical_priority_pool,55.270300593337105,0.5958396521747615,0.10687881928570195,1.0,0.3811474363154814,0.38382105413058537,0.6040377651801073,1.0,1451438.0,2024,2014,3.2918155797611925,1762380.8,2024,7.596020221710205,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,65.59269714,8600.324546655535,0.3811474363154814,6,6,open_api_factual_only,False,False,False,False,False,True,,19.431821,102.533912
91,91,CAF,Central African Republic,Sub-Saharan Africa,Low income,practical_priority_pool,55.09474971092685,0.6793715651269457,0.24966005232565783,1.0,0.1414513271711286,0.0,0.0,1.0,1196006.0,2024,2014,23.678912127401052,1375159.55,2024,16.70083999633789,2012.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,13.78250027,1111.2194163888284,0.1414513271711286,6,6,open_api_factual_only,False,False,False,False,False,True,,6.989681,20.906897
92,92,SUR,Suriname,Latin America & Caribbean,Upper middle income,practical_priority_pool,55.09356494252049,0.4077167530172341,0.47520632036050153,1.0,0.491798211733219,0.6152845312910582,0.8695833210696634,1.0,109619.0,2024,2014,10.184245177761909,132598.25,2024,31.08338928222656,2022.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,87.4,19179.101832163906,0.491798211733219,6,6,open_api_factual_only,False,False,False,False,False,True,,4.143987,-55.91094
93,93,SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,practical_priority_pool,54.733585886646495,0.4326293997279786,0.535388120246826,1.0,0.4497174894137282,0.43811085865467186,0.5773752272651226,1.0,248982.0,2024,2014,0.9066039838699913,297349.8,2024,34.92103958129883,2013.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,63.40309906,10380.396663051582,0.4497174894137282,6,6,open_api_factual_only,False,False,False,False,False,True,,-26.533676,31.467264
94,94,TTO,Trinidad and Tobago,Latin America & Caribbean,High income,practical_priority_pool,54.684645795073784,0.3649361330091083,0.5139246978599137,1.0,0.5519909223056506,0.762669394312493,0.8057750586348945,1.0,189117.0,2024,2014,-8.061293443332252,233868.6,2024,33.5523681640625,2004.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,82.15989685,31960.156888898287,0.5519909223056506,6,6,open_api_factual_only,False,False,False,False,False,True,,10.9989,-60.9184
95,95,GUY,Guyana,Latin America & Caribbean,High income,practical_priority_pool,54.562381162624796,0.35363296628017044,0.2856270433950477,1.0,0.887528209762145,0.9910692969924729,0.8160146735608774,1.0,143772.0,2024,2014,-5.567232410277967,177767.7,2024,18.99436950683594,2012.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,83.00080109,70516.7215064805,0.887528209762145,6,6,open_api_factual_only,False,False,False,False,False,True,,5.124317,-58.942643
96,96,VUT,Vanuatu,East Asia & Pacific,Lower middle income,practical_priority_pool,54.064260907203895,0.3731504512988767,1.0,1.0,0.3150967426234123,0.09599913163501717,0.07749240286566572,1.0,57824.0,2024,2014,14.335429271957922,68911.55,2024,89.06192016601562,2004.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,22.35140038,3172.047727513907,0.3150967426234123,6,6,open_api_factual_only,False,False,False,False,False,True,,-15.37153,166.908762
97,97,PRY,Paraguay,Latin America & Caribbean,Upper middle income,practical_priority_pool,54.050630659535514,0.5345640246299641,0.04663727232488818,1.0,0.4964777635690517,0.5682750400716321,0.7986901804642238,1.0,1166001.0,2024,2014,-5.349993668358355,1435004.25,2024,3.754559993743896,2010.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,81.57806793,16296.283618926347,0.4964777635690517,6,6,open_api_factual_only,False,False,False,False,False,True,,-21.674509,-60.146394
98,98,BWA,Botswana,Sub-Saharan Africa,Upper middle income,practical_priority_pool,53.74219040629128,0.5439206234075475,0.06846465085817627,1.0,0.4802886993072724,0.5980688292188704,0.5050005631029199,1.0,491262.0,2024,2014,11.672027550776853,602216.25,2024,5.146440029144287,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,57.45950036,18068.505071428324,0.4802886993072724,6,6,open_api_factual_only,False,False,False,False,False,True,,-22.102634,24.179216
99,99,BLR,Belarus,Europe & Central Asia,Upper middle income,practical_priority_pool,53.558463191824714,0.44921948030355735,0.12405979720071444,1.0,0.6112280358887561,0.7350252899904476,0.953139098595669,1.0,917149.0,2024,2014,-18.52177922367513,1123717.0,2024,8.691610336303711,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,94.26182128,29040.97257904249,0.6112280358887561,6,6,open_api_factual_only,False,False,False,False,False,True,,53.821888,28.417701
100,100,MNG,Mongolia,East Asia & Pacific,Upper middle income,practical_priority_pool,53.45287214236417,0.45241309802275564,0.17506138057558288,1.0,0.6496287559303817,0.5777924841487052,0.8418625499204435,1.0,486942.0,2024,2014,-6.798402177387408,592423.8,2024,11.94386005401611,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,85.12349701,16842.650587379678,0.6496287559303817,6,6,open_api_factual_only,False,False,False,False,False,True,,45.997488,104.150405
101,101,NAM,Namibia,Sub-Saharan Africa,Lower middle income,practical_priority_pool,53.181446107025565,0.5402126082886083,0.07008129901452252,1.0,0.5070349055972398,0.43534354324448504,0.5952936010294915,1.0,544687.0,2024,2014,9.111760593428308,660256.0,2024,5.249529838562012,2022.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,64.87460327,10281.335640298836,0.5070349055972398,6,6,open_api_factual_only,False,False,False,False,False,True,,-20.575298,17.108166
102,102,CRI,Costa Rica,Latin America & Caribbean,High income,practical_priority_pool,53.00423103465268,0.47628393655041545,0.01468453688802943,1.0,0.6507103841930042,0.7137097405725102,0.8667850249860871,1.0,739107.0,2024,2014,-9.238412995079448,919039.5,2024,1.717010021209717,2019.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,87.17019653,26973.436158071898,0.6507103841930042,6,6,open_api_factual_only,False,False,False,False,False,True,,10.0651,-84.077922
103,103,LBN,Lebanon,Middle East & North Africa,Lower middle income,practical_priority_pool,52.86851285776788,0.5066322797530094,0.16488082305826013,1.0,0.3712185176659572,0.4633800043993516,0.7871943833653704,1.0,998526.0,2024,2014,-8.32314218035587,1186632.3,2024,11.29467010498047,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,80.63400269,11330.26873874222,0.3712185176659572,6,6,open_api_factual_only,False,False,False,False,False,True,,34.133368,35.992892
104,104,NIC,Nicaragua,Latin America & Caribbean,Lower middle income,practical_priority_pool,52.85908820515169,0.5749275373395643,0.022372605733340555,1.0,0.4300294469241124,0.35046642706873693,0.5529288771586771,1.0,1271040.0,2024,2014,1.3567501790233916,1543408.8,2024,2.207259893417358,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,61.39550018,7661.602027228183,0.4300294469241124,6,6,open_api_factual_only,False,False,False,False,False,True,,12.670697,-85.069347
105,105,STP,São Tomé and Principe,Sub-Saharan Africa,Lower middle income,practical_priority_pool,52.735009919840714,0.4554265026802795,0.41856881563893567,1.0,0.4549623000144834,0.25435349835272564,0.5251910863428874,1.0,49704.0,2024,2014,33.72793801119243,57312.6,2024,27.47175025939941,2015.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,59.11759949,5491.29829852275,0.4549623000144834,6,6,open_api_factual_only,False,False,False,False,False,True,,0.9709,7.021
106,106,SRB,Serbia,Europe & Central Asia,Upper middle income,practical_priority_pool,52.451803872235004,0.44696635622456404,0.07844855899315632,1.0,0.6347779387473644,0.7129320636801143,0.8731233062641729,1.0,689686.0,2024,2014,-13.995124171514439,858017.95,2024,5.783090114593506,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,87.69071294,26900.853091322973,0.6347779387473644,6,6,open_api_factual_only,False,False,False,False,False,True,,44.189919,20.787989
107,107,URY,Uruguay,Latin America & Caribbean,High income,practical_priority_pool,52.173174710636516,0.44869708448797,0.03103076442183438,1.0,0.619950383437264,0.7633784580718707,0.9254886098898311,1.0,476397.0,2024,2014,-7.171820897383685,589942.35,2024,2.759370088577271,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,91.99109007,32038.772728822725,0.619950383437264,6,6,open_api_factual_only,False,False,False,False,False,True,,-32.961127,-55.966942
108,108,QAT,Qatar,Middle East & North Africa,High income,practical_priority_pool,51.93804662986058,0.35966553004714874,0.1923772193777561,1.0,0.6097425706991841,1.0,0.9996985129663917,1.0,279830.0,2024,2014,-15.98689800317642,437907.35,2024,13.04804992675781,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,98.08540344,110889.79270169129,0.6097425706991841,6,6,open_api_factual_only,False,False,False,False,False,True,,25.237383,51.143509
109,109,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,practical_priority_pool,51.674616841973055,0.585104939580768,0.0,1.0,0.4154841763654645,0.5159160753351565,0.0,1.0,3440799.0,2024,2014,-13.989572157490516,4321356.75,2024,0.2425100058317184,2018.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,0.0,13592.463593743454,0.4154841763654645,6,6,open_api_factual_only,False,False,False,False,False,True,,39.885252,126.444516
110,110,CUB,Cuba,Latin America & Caribbean,Upper middle income,practical_priority_pool,51.47416959897838,0.48276261500629947,0.011298021857403875,1.0,0.5605997362201715,0.6694031363714056,0.6635134477387844,1.0,1240677.0,2024,2014,-16.979085461535114,1541353.95,2024,1.501060009002686,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,70.47699738,23134.759094596546,0.5605997362201715,6,6,open_api_factual_only,False,False,False,False,False,True,,21.334024,-77.975855
111,111,GEO,Georgia,Europe & Central Asia,Upper middle income,practical_priority_pool,51.02366496697995,0.4144933408326018,0.07488310932605348,1.0,0.7069151348149068,0.6904386003803465,0.8257288738329196,1.0,443422.0,2024,2014,-12.878901000447962,544676.95,2024,5.555729866027832,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,83.79855689,24883.908116163868,0.7069151348149068,6,6,open_api_factual_only,False,False,False,False,False,True,,41.870087,43.735724
112,112,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,practical_priority_pool,50.571691817167974,0.567363457126324,0.0814163659275426,1.0,0.3803885278930964,0.15494169033354657,0.23202468521626213,1.0,304289.0,2024,2014,24.821150217409137,358924.4,2024,5.972340106964111,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,35.04199982,3890.9576343418657,0.3803885278930964,6,6,open_api_factual_only,False,False,False,False,False,True,,-8.803705,125.854679
113,113,SLV,El Salvador,Latin America & Caribbean,Upper middle income,practical_priority_pool,50.46264858909443,0.496991248674933,0.027598141698930864,1.0,0.4851196547833567,0.47188353748391687,0.6148143562486346,1.0,1160718.0,2024,2014,-12.917913633495658,1444299.0,2024,2.540479898452759,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,66.47769928,11669.0817135644,0.4851196547833567,6,6,open_api_factual_only,False,False,False,False,False,True,,13.685371,-88.890124
114,114,LSO,Lesotho,Sub-Saharan Africa,Lower middle income,practical_priority_pool,50.296829105292964,0.4932373861597332,0.2100860578353559,1.0,0.5338824772282018,0.043057881421605854,0.4360439413963381,1.0,462076.0,2024,2014,2.427486838459414,553422.4,2024,14.17730045318604,2018.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,51.79660034,2640.2854455253578,0.5338824772282018,6,6,open_api_factual_only,False,False,False,False,False,True,,-29.480158,28.246639
115,115,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,practical_priority_pool,50.12090168469185,0.3524463851599345,0.3008564006945373,1.0,0.5575553791586676,0.6348965423194314,0.8537644320991528,1.0,332130.0,2024,2014,-20.45304854536353,409211.4,2024,19.96550941467285,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,86.10091103,20527.6935527158,0.5575553791586676,6,6,open_api_factual_only,False,False,False,False,False,True,,44.091051,18.06841
116,116,MDA,Moldova,Europe & Central Asia,Upper middle income,practical_priority_pool,49.619851012598964,0.3444619978560547,0.36229511750911597,1.0,0.5240159122567976,0.5696941419630179,0.7474342724544731,1.0,336570.0,2024,2014,-31.14530739834538,407166.0,2024,23.88331031799316,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,77.3687973,16376.61137042646,0.5240159122567976,6,6,open_api_factual_only,False,False,False,False,False,True,,47.434999,28.487904
117,117,MUS,Mauritius,Sub-Saharan Africa,Upper middle income,practical_priority_pool,49.093681960740184,0.3365542263570243,0.21454363825614342,1.0,0.7117125532074259,0.7246049853327194,0.6979855232837375,1.0,178854.0,2024,2014,-12.862112309626117,222944.1,2024,14.46154975891113,2022.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,73.30793533,28011.15798062992,0.7117125532074259,6,6,open_api_factual_only,False,False,False,False,False,True,,-20.299506,57.565848
118,118,ARM,Armenia,Europe & Central Asia,Upper middle income,practical_priority_pool,48.73355166600452,0.37588799682819474,0.06766581228237979,1.0,0.7377846688948122,0.6285150794557637,0.7957827500459073,1.0,370387.0,2024,2014,-17.588672049697728,458041.15,2024,5.095499992370605,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,81.33930206,20078.784898484384,0.7377846688948122,6,6,open_api_factual_only,False,False,False,False,False,True,,40.459077,44.800564
119,119,BRN,Brunei Darussalam,East Asia & Pacific,High income,practical_priority_pool,48.66040160783481,0.2706529885994452,0.25813301003869793,1.0,0.6357345172042401,1.0,0.9779369699023654,1.0,67920.0,2024,2014,-9.340879361435173,85961.85,2024,17.24114036560059,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,96.29828801,79071.7333801445,0.6357345172042401,6,6,open_api_factual_only,False,False,False,False,False,True,,4.448298,114.551943
120,120,BLZ,Belize,Latin America & Caribbean,Upper middle income,practical_priority_pool,47.737934072901176,0.37632144064007567,0.14242977180898922,1.0,0.5697071786840493,0.49452464945981933,0.7795450914305635,1.0,78730.0,2024,2014,9.583130350059154,96387.55,2024,9.863019943237305,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,80.00582262,12621.408196189694,0.5697071786840493,6,6,open_api_factual_only,False,False,False,False,False,True,,17.202068,-88.712962
121,121,JAM,Jamaica,Latin America & Caribbean,Upper middle income,practical_priority_pool,47.01837178781363,0.3911450013403324,0.07771746866452794,1.0,0.478195935926731,0.4636344823887885,0.9025669601044953,1.0,456776.0,2024,2014,-18.150036286095705,573493.85,2024,5.736470222473145,2015.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,90.10870361,11340.263880045086,0.478195935926731,6,6,open_api_factual_only,False,False,False,False,False,True,,18.137124,-77.318767
122,122,CPV,Cabo Verde,Sub-Saharan Africa,Upper middle income,practical_priority_pool,46.94077442106004,0.2521759253007497,0.48493604544716634,1.0,0.6467345383623999,0.42294406457753747,0.7153651836258671,1.0,90235.0,2024,2014,-18.070221633057017,109835.2,2024,31.70383071899414,2018.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,74.73519897,9848.952763509347,0.6467345383623999,6,6,open_api_factual_only,False,False,False,False,False,True,,15.074761,-23.639434
123,123,WSM,Samoa,East Asia & Pacific,Upper middle income,practical_priority_pool,46.730585508632785,0.2943785844314364,0.6042727433117475,1.0,0.497630603968368,0.35139331788013384,0.06347191376131422,1.0,38671.0,2024,2014,5.338999210046036,44890.0,2024,39.31364822387695,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,21.20000076,7686.249425718686,0.497630603968368,6,6,open_api_factual_only,False,False,False,False,False,True,,-13.639139,-172.438241
124,124,FJI,Fiji,East Asia & Pacific,Upper middle income,practical_priority_pool,45.39075820868347,0.365441487058769,0.04239185757925494,1.0,0.5606147646507549,0.5159160753351565,0.7149998913149932,1.0,156115.0,2024,2014,-4.604338527344942,189085.15,2024,3.483839988708496,2019.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,74.7052002,13592.463593743454,0.5606147646507549,6,6,open_api_factual_only,False,False,False,False,False,True,,-17.826099,177.975427
125,125,MDV,Maldives,South Asia,Upper middle income,practical_priority_pool,44.683392757178304,0.20229569308881742,0.3374729673417411,1.0,0.7233780907020269,0.6681485364481929,0.8432811702410519,1.0,64353.0,2024,2014,-24.41419326043294,89348.7,2024,22.30046081542969,2019.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,85.23999786,23034.40984048391,0.7233780907020269,6,6,open_api_factual_only,False,False,False,False,False,True,,4.174441,73.507554
126,126,LCA,St. Lucia,Latin America & Caribbean,Upper middle income,practical_priority_pool,44.41381742582888,0.1460777435516522,0.5930411906355428,1.0,0.6224697849573225,0.6830204442171398,0.6358475632790431,1.0,26241.0,2024,2014,-18.063448448135887,33302.4,2024,38.59743881225586,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,68.20500183,24252.468858849097,0.6224697849573225,6,6,open_api_factual_only,False,False,False,False,False,True,,13.892371,-60.980094
127,127,ATG,Antigua and Barbuda,Latin America & Caribbean,High income,practical_priority_pool,43.14694631856504,0.13356949063911278,0.5037713144187729,1.0,0.6518201896991443,0.7382929204750843,0.6909529288663457,1.0,13194.0,2024,2014,-8.584493868218669,16435.8,2024,32.90491104125977,2012.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,72.73040009,29371.63777858605,0.6518201896991443,6,6,open_api_factual_only,False,False,False,False,False,True,,17.352249,-61.790612
128,128,BRB,Barbados,Latin America & Caribbean,High income,practical_priority_pool,42.703120272174985,0.259719647996754,0.1446158417394635,1.0,0.6047742014298125,0.6527511211185281,0.6621460165890497,1.0,36946.0,2024,2014,-0.9171851534005571,45025.3,2024,10.00242042541504,2011.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,70.36470032,21837.725410205665,0.6047742014298125,6,6,open_api_factual_only,False,False,False,False,False,True,,13.163709,-59.568966
129,129,TON,Tonga,East Asia & Pacific,Upper middle income,practical_priority_pool,42.67322255842612,0.24586610056399416,0.40386337811754563,1.0,0.4322448406777051,0.3256554910487739,0.6265529521578513,1.0,21056.0,2024,2014,6.096946487957267,23873.45,2024,26.53401947021484,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,67.4417038,7030.419174397146,0.4322448406777051,6,6,open_api_factual_only,False,False,False,False,False,True,,-21.210026,-175.163014
130,130,VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,practical_priority_pool,39.75550358999639,0.08672332943724564,0.5063339030845014,1.0,0.5920567848687854,0.60820246384221,0.7330814016946354,1.0,14525.0,2024,2014,-19.800121473137878,17778.5,2024,33.06832122802734,2015.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,76.19010162,18714.198849352968,0.5920567848687854,6,6,open_api_factual_only,False,False,False,False,False,True,,13.0879,-61.3359
131,131,GRD,Grenada,Latin America & Caribbean,Upper middle income,practical_priority_pool,34.585157711899,0.12395836389124458,0.07190291926834377,1.0,0.6300422643993671,0.5929605419395155,0.659672860552811,1.0,16924.0,2024,2014,-14.894900935331389,21002.8,2024,5.365690231323242,2018.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,70.16159821,17751.509866248107,0.6300422643993671,6,6,open_api_factual_only,False,False,False,False,False,True,,12.113156,-61.680461
132,132,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,practical_priority_pool,34.315875640680936,0.0772275451328935,0.34183347185251367,1.0,0.5694805535742806,0.3329049450624752,0.6079721838567376,1.0,7904.0,2024,2014,-11.091113610798653,8766.65,2024,22.57851982116699,2022.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,65.915802,7209.266549975357,0.5694805535742806,6,6,open_api_factual_only,False,False,False,False,False,True,,7.082568,171.193609
133,133,KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,practical_priority_pool,32.7771359031363,0.026732636748872888,0.18391446129044872,1.0,0.6284815372422446,0.7506494163137203,0.7415309723062994,1.0,6325.0,2024,2014,-17.471294363256785,7922.95,2024,12.50839996337891,2015.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,76.88400269,30656.441010936665,0.6284815372422446,6,6,open_api_factual_only,False,False,False,False,False,True,,17.336558,-62.757975
134,134,PLW,Palau,East Asia & Pacific,High income,practical_priority_pool,31.48015098273448,0.04677203275337735,0.05323654981757452,1.0,0.6946612085351258,0.5705627226534054,0.827274635945746,1.0,2175.0,2024,2014,-12.790697674418606,2613.75,2024,4.175380229949951,2013.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,83.92549896,16425.97227144462,0.6946612085351258,6,6,open_api_factual_only,False,False,False,False,False,True,,7.518252,134.580157
,,ALB,Albania,Europe & Central Asia,Upper middle income,unfriendly_reference_only,,,,,,,,,356433.0,2024,2014,-31.620224266433894,457305.9,2024,12.42074012756348,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,85.86389923,21641.073322392105,0.536882330645371,6,6,open_api_factual_only,True,False,False,False,False,True,hard_filter_unfriendly_430r,40.654855,20.11384
,,ASM,American Samoa,East Asia & Pacific,High income,special_territory_reference_only,,,,,,,,,8459.0,2024,2014,-13.789237668161435,9556.1,2024,,,,,0.0,13592.463593743454,0.5708522658111622,5,6,open_api_factual_only,False,False,True,False,False,False,special_territory;insufficient_open_api_indicators,-14.32671,-170.747153
,,AND,Andorra,Europe & Central Asia,High income,unfriendly_reference_only,,,,,,,,,9049.0,2024,2014,19.521859727909117,11338.6,2024,62.34164047241211,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,94.39759827,65928.30719710035,0.8037167123364053,6,6,open_api_factual_only,True,False,False,False,False,True,hard_filter_unfriendly_430r,42.547643,1.539409
,,ABW,Aruba,Latin America & Caribbean,High income,special_territory_reference_only,,,,,,,,,13713.0,2024,2014,1.3600413925641153,16310.85,2024,20.1219596862793,2016.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,97.17,44558.92875941765,0.9019511962619255,6,6,open_api_factual_only,False,False,True,False,False,True,special_territory,12.5174,-69.972795
,,AUS,Australia,East Asia & Pacific,High income,unfriendly_reference_only,,,,,,,,,3235718.0,2024,2014,2.785488067140407,4058931.8,2024,0.7790700197219849,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,96.13140106,60303.98171162445,0.695507911052051,6,6,open_api_factual_only,True,False,False,False,False,True,hard_filter_unfriendly_430r,-24.129522,134.04972
,,AUT,Austria,Europe & Central Asia,High income,unfriendly_reference_only,,,,,,,,,905633.0,2024,2014,-10.525956999488228,1155442.85,2024,6.203770160675049,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,91.92573373,63788.07867847896,0.7522484784084471,6,6,open_api_factual_only,True,False,False,False,False,True,hard_filter_unfriendly_430r,47.518859,14.130515
,,BHS,"Bahamas, The",Latin America & Caribbean,High income,unfriendly_reference_only,,,,,,,,,57168.0,2024,2014,-10.665229009422905,71571.15,2024,,,,,92.47270203,36244.05001232444,0.6986661119579979,5,6,open_api_factual_only,True,False,False,False,False,False,hard_filter_unfriendly_430r;insufficient_open_api_indicators,26.401789,-77.146688
,,BEL,Belgium,Europe & Central Asia,High income,unfriendly_reference_only,,,,,,,,,1348639.0,2024,2014,1.5944580417078136,1665819.7,2024,3.233550071716309,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,95.77579144,63347.7858809235,0.8284700805703471,6,6,open_api_factual_only,True,False,False,False,False,True,hard_filter_unfriendly_430r,50.785392,4.800448
,,BMU,Bermuda,North America,High income,unfriendly_reference_only,,,,,,,,,6743.0,2024,2014,2.2751403003185233,8264.45,2024,166.6550445556641,2023.0,unesco_uis_uis006_mor_5t8_40510,uis_estimate,98.37,109311.9369412986,0.8107849325598807,6,6,open_api_factual_only,True,False,True,False,False,True,hard_filter_unfriendly_430r;special_territory,32.296592,-64.763573
,,BOL,Bolivia,Latin America & Caribbean,Lower middle income,data_unavailable,,,,,,,,,2301671.0,2024,2014,6.986342184906458,2785481.3,2024,,,,,79.70469666,11329.151806153595,0.3502340110628145,5,6,open_api_factual_only,False,False,False,False,False,False,insufficient_open_api_indicators,-16.666015,-64.593433
