iso3,country,format,capacity_students,capex_usd,capex_base_usd_for_diag,cost_factor,risk_premium,capex_rub,avg_tuition_usd,students_year_1,students_year_10,capture_ceiling,demand_pool_students,host_subsidy_share,annual_revenue_year_10_usd,annual_opex_year_10_usd,cashflow_year_10_usd,npv_10y_usd,npv_10y_rub,npv_expected_usd,npv_expected_rub,npv_p10_usd,npv_p90_usd,npv_positive_probability,payback_years,margin_year_10,breakeven_students,discount_rate
ZWE,Zimbabwe,partner_embedded_branch,600,1714431.709094109,1332472.5386770475,0.47204085989238187,0.1696858552462801,125957411.7922642,4826.592264276739,25.0,1.566558155768599,0.00011036759626166028,14201.397785398018,0.08,127258.69197712546,398760.593285594,-239601.05384562103,-3427440.9896357064,-251810319.32344678,-3530666.591402202,-259394190.73706925,-4011553.632779315,-3131262.247190126,0.0,inf,-31.68849324598094,103.13239898525326,0.11
ZWE,Zimbabwe,urban_standard_branch,1400,5594295.912691811,4347939.69182584,0.47204085989238187,0.1696858552462801,411006766.9799634,4826.592264276739,40.0,1.562450680668194,0.00011036759626166028,14201.397785398018,0.0,327239.65987388196,1023080.6955299112,-695841.0356560292,-10584157.49241382,-777606408.3944018,-10580908.761540752,-777367727.7107614,-12629156.464881208,-9570317.683359236,0.0,inf,-92.2705494272894,284.1299347966282,0.11
ZWE,Zimbabwe,flagship_regional_hub,2500,20114847.441908095,15633449.669560183,0.47204085989238187,0.1696858552462801,1477815715.2248018,4826.592264276739,75.0,1.5424428701458868,0.00011036759626166028,14201.397785398018,0.0,957146.9531121296,3094238.392502848,-2137091.4393907185,-35491802.10960562,-2607543660.0104046,-34475594.76297767,-2532884024.08173,-36475531.90412752,-32762393.25435024,0.0,inf,-287.0604787280856,975.3262992113437,0.11
SLE,Sierra Leone,partner_embedded_branch,600,1657553.9819874268,1301866.6643478828,0.45,0.1574666573915308,121778667.74723607,4621.53019196716,25.0,0.09492615985493034,0.0001101114465781653,862.5407030156041,0.08,120421.15594922598,375089.6796685483,-224661.34934583845,-3274592.8372626123,-240580733.70156315,-3146020.6503821583,-231134676.56086177,-3650859.2399326563,-2631539.406419734,0.0,inf,-512.1022171677325,101.51652471498612,0.11
SLE,Sierra Leone,urban_standard_branch,1400,5381371.913137896,4226606.661565342,0.45,0.1574666573915308,395363474.9491368,4621.53019196716,40.0,0.09467726591087508,0.0001101114465781653,862.5407030156041,0.0,320420.05168918404,963684.7227717013,-643264.6710825172,-10053722.453893567,-738635929.592861,-10272588.77414342,-754715797.3886656,-11164437.268136615,-9751645.256022966,0.0,inf,-1470.1383190217184,279.57166663551016,0.11
SLE,Sierra Leone,flagship_regional_hub,2500,19295174.420785405,15154706.654608991,0.45,0.1574666573915308,1417595240.0032408,4621.53019196716,75.0,0.0934648853726908,0.0001101114465781653,862.5407030156041,0.0,950414.672758053,2916946.3601417528,-1966531.6873836997,-33662598.02349521,-2473154047.9283676,-34321715.81250917,-2521578706.857655,-36565433.996463634,-32141433.97563496,0.0,inf,-4552.675292083279,958.9524671137015,0.11
SDN,Sudan,partner_embedded_branch,600,1799835.6524575155,1356960.9992130206,0.4844101764688347,0.20579311450790874,132231945.56683597,4453.89652216189,25.0,1.9538809677556348,9.731369914910624e-05,20088.62794318297,0.08,128354.28830112492,422112.57958649384,-259989.2849184494,-3642974.4189371197,-267645323.28744936,-3666211.7070907652,-269352541.28708076,-4342482.008198373,-3214482.5482923896,0.0,inf,-29.8756404525929,120.97087833791632,0.11
SDN,Sudan,urban_standard_branch,1400,5878640.60341482,4432119.130617291,0.4844101764688347,0.20579311450790874,431897258.62822306,4453.89652216189,40.0,1.9487579422269248,9.731369914910624e-05,20088.62794318297,0.0,328332.38357256306,1082658.9384529279,-754326.5548803648,-11228406.723073209,-824938690.6967933,-10704949.9313723,-786480896.0129985,-11363089.243240569,-9784113.03414633,0.0,inf,-86.90832417624749,336.62593730856975,0.11
SDN,Sudan,flagship_regional_hub,2500,21142568.46843199,15940144.75470581,0.4844101764688347,0.20579311450790874,1553321248.550383,4453.89652216189,75.0,1.9238033115660433,9.731369914910624e-05,20088.62794318297,0.0,958225.6840435592,3273840.270843725,-2315614.586800166,-37598987.32953065,-2762356240.2145543,-35397050.673703805,-2600582376.2412777,-37283347.801428325,-33442332.32459035,0.0,inf,-270.24986512444247,1179.1167470843427,0.11
MDV,Maldives,partner_embedded_branch,600,1948636.1015468668,1606898.611187731,0.7050336196607652,0.10242634644709804,143164150.88093662,5767.25750425762,25.0,1.594594187003736,0.0001555442304001766,10257.048863433623,0.08,128828.57787959315,561473.2991044559,-387726.85729650623,-4523609.706794372,-332344629.18750507,-4617188.600636139,-339219767.5812764,-5501384.89525103,-3938731.6672789147,0.0,inf,-42.16055950132238,127.96359634977306,0.11
MDV,Maldives,urban_standard_branch,1400,6696975.741401227,5522509.312781883,0.7050336196607652,0.10242634644709804,492019441.04743266,5767.25750425762,40.0,1.5904132021521682,0.0001555442304001766,10257.048863433623,0.0,328805.4295759832,1440374.9777819053,-1111569.5482059221,-14122891.837379048,-1037593328.1112176,-14704514.396543335,-1080324497.7482028,-16721297.189995544,-13102153.789033394,0.0,inf,-121.18736026101665,360.7854893695592,0.11
MDV,Maldives,flagship_regional_hub,2500,24785571.85012207,20438860.2632573,0.7050336196607652,0.10242634644709804,1820968699.6994336,5767.25750425762,75.0,1.570047320275354,0.0001555442304001766,10257.048863433623,0.0,958692.6725023017,4356018.2717422275,-3397325.599239926,-47573232.83683618,-3495153085.966234,-49242546.10382908,-3617795695.4476085,-52359559.47818243,-46615809.43239604,0.0,inf,-375.1933107346155,1298.9062522005995,0.11
TKM,Turkmenistan,partner_embedded_branch,600,1919457.5557229004,1491114.2707132907,0.5988434366718385,0.17023989949397011,141020435.2156502,5518.954941277084,25.0,4.554277944095463,0.00011755795910939301,38760.88177483708,0.08,144129.4605729743,509069.19196504407,-324214.19603486627,-4148102.838856008,-304756552.6576282,-4330381.363252538,-318148355.3386644,-5040129.183571008,-3646678.77434375,0.0,inf,-12.898988241041568,117.0665539015158,0.11
TKM,Turkmenistan,urban_standard_branch,1400,6446125.585917325,5007617.815415245,0.5988434366718385,0.17023989949397011,473589756.05920136,5518.954941277084,40.0,4.542336744729956,0.00011755795910939301,38760.88177483708,0.0,344066.193749381,1302446.720618247,-958380.526868866,-12999397.489521015,-955051434.2178706,-12571977.950174648,-923649390.8235862,-13822385.493231999,-11130867.789407289,0.0,inf,-38.22978055338628,325.68366900340135,0.11
TKM,Turkmenistan,flagship_regional_hub,2500,23553098.330262184,18297024.03945077,0.5988434366718385,0.17023989949397011,1730420225.9161994,5518.954941277084,75.0,4.484170292475473,0.00011755795910939301,38760.88177483708,0.0,973758.016441458,3932751.1850440246,-2958993.1686025667,-43783550.784710824,-3216729314.2468414,-45097300.12170792,-3313249032.9117475,-48615502.63187276,-41832010.84886784,0.0,inf,-119.56526121858926,1140.231020746614,0.11
GNQ,Equatorial Guinea,partner_embedded_branch,600,1852448.553736427,1469022.227134028,0.585943627966764,0.14637076870229176,136097357.5496062,5396.081363696706,25.0,0.12129150525441643,0.00012046053362158158,1007.4227578803886,0.08,120628.31887783496,483747.4914647376,-324419.37326972367,-4045217.606502697,-297197687.810386,-4110140.7087318054,-301967516.71574616,-4748407.720250069,-3698595.0160244736,0.0,inf,-495.6760163121246,114.78299083843254,0.11
GNQ,Equatorial Guinea,urban_standard_branch,1400,6213503.662295819,4927410.788213434,0.585943627966764,0.14637076870229176,456499279.21484536,5396.081363696706,40.0,0.1209734820543912,0.00012046053362158158,1007.4227578803886,0.0,320626.6714419346,1242816.9413457855,-922190.269903851,-12512854.915080618,-919305686.4705665,-12181568.0387501,-894966404.0821273,-13258362.442521758,-10654152.368599858,0.0,inf,-1412.7062442397075,319.35472143770755,0.11
GNQ,Equatorial Guinea,flagship_regional_hub,2500,22691959.99516939,17995098.186615024,0.585943627966764,0.14637076870229176,1667153339.6891005,5396.081363696706,75.0,0.11942436787298684,0.00012046053362158158,1007.4227578803886,0.0,950618.6466616166,3761785.3498043013,-2811166.703142685,-42012219.28159979,-3086591537.177927,-42694224.104154326,-3136697681.285704,-46926341.569560446,-39193501.50293598,0.0,inf,-4362.296287132049,1118.2454488938586,0.11
CPV,Cabo Verde,partner_embedded_branch,600,1679492.4349054315,1420672.6386867655,0.5615960809725656,0.07471014988423333,123390461.75082366,5193.669227113112,25.0,0.5368736913605968,0.00014815194260236133,3625.692151855444,0.08,122676.81059487951,435055.6511823502,-277574.38849288266,-3603353.54871447,-264734421.53514856,-3647837.2678513355,-268002591.448043,-3996498.779861371,-3225196.5714133764,0.0,inf,-99.54810155896072,107.0527804517643,0.11
CPV,Cabo Verde,urban_standard_branch,1400,5628825.817179402,4761390.20349367,0.5615960809725656,0.07471014988423333,413543641.0797718,5193.669227113112,40.0,0.5354660223818194,0.00014815194260236133,3625.692151855444,0.0,322669.7920665048,1117234.6398226444,-794564.8477561397,-11185476.141211592,-821784628.0710604,-10863427.95871065,-798124102.355717,-11316375.964898925,-10257621.324631792,0.0,inf,-285.7084877192388,297.7201809814535,0.11
CPV,Cabo Verde,flagship_regional_hub,2500,20558888.111456346,17390640.89527338,0.5615960809725656,0.07471014988423333,1510438894.7717752,5193.669227113112,75.0,0.5286091642105476,0.00014815194260236133,3625.692151855444,0.0,952635.6043033571,3380817.1277844333,-2428181.523481076,-37635610.14702987,-2765046878.331123,-37031873.9502299,-2720691044.0620456,-38763656.43876685,-34073995.10544418,0.0,inf,-884.4477373074029,1041.5788276095357,0.11
TTO,Trinidad and Tobago,partner_embedded_branch,600,2027819.5213534508,1680318.1633417779,0.764835097811583,0.09709716430919577,148981669.63236454,5942.086297463336,25.0,1.9273641405856687,0.00013883283303975965,13889.855984572436,0.08,130994.46148799645,606583.1511933511,-427062.0376098866,-4836011.584471583,-355296451.49838436,-4952810.723915966,-363877555.79430974,-5364813.252610464,-4588465.5543605015,0.0,inf,-37.28964411336556,135.99573862756355,0.11
TTO,Trinidad and Tobago,urban_standard_branch,1400,7036342.969712887,5830545.948990289,0.764835097811583,0.09709716430919577,516952378.00753915,5942.086297463336,40.0,1.922310641494226,0.00013883283303975965,13889.855984572436,0.0,330965.63429339917,1555566.6228250084,-1224600.988531609,-15130100.63930742,-1111591850.859213,-14739052.738246996,-1082861991.7209947,-15987084.48106797,-13601960.680676108,0.0,inf,-107.20920628349013,385.9827284997888,0.11
TTO,Trinidad and Tobago,flagship_regional_hub,2500,26172942.05993764,21687763.367645197,0.764835097811583,0.09709716430919577,1922897262.9073527,5942.086297463336,75.0,1.8976946791756053,0.00013883283303975965,13889.855984572436,0.0,960825.2149279026,4703450.547886359,-3742625.332958456,-50998517.45495349,-3746804979.0462327,-52435071.88431109,-3852347052.761263,-58230126.99820197,-48268699.87006587,0.0,inf,-331.90290849368677,1409.6512090466226,0.11
LBR,Liberia,partner_embedded_branch,600,1696449.9599518222,1337916.4560223387,0.4797915298184899,0.15270817499690603,124636312.46270443,4434.45,25.0,0.20368941700637413,0.00011458721144442949,1778.5188348000536,0.08,120867.12051383416,398364.1774295914,-245627.92272138994,-3442761.014106705,-252935864.6693041,-3563042.384369782,-261772804.6330251,-3982543.2241976107,-3274953.1608537636,0.0,inf,-271.93775496082054,114.90768446165679,0.11
LBR,Liberia,urban_standard_branch,1400,5552360.122382864,4378905.451304445,0.4797915298184899,0.15270817499690603,407925790.5953345,4434.45,40.0,0.20315534860585618,0.00011458721144442949,1778.5188348000536,0.0,320864.84694620024,1023374.7334987798,-702509.8865525796,-10583263.294399906,-777540712.6499373,-10738060.820019139,-788913516.5799042,-11758603.719190886,-9950056.764509266,0.0,inf,-779.8021303694783,319.5847272648855,0.11
LBR,Liberia,flagship_regional_hub,2500,20001281.636314064,15774142.753684266,0.4797915298184899,0.15270817499690603,1469472160.4101944,4434.45,75.0,0.20055386250982085,0.00011458721144442949,1778.5188348000536,0.0,950853.7722325824,3097432.1593478164,-2146578.387115234,-35448226.70015957,-2604342222.611354,-34631203.21671406,-2544316406.008444,-38652897.59242592,-32142880.868300878,0.0,inf,-2413.65925593243,1118.2126038824226,0.11
SUR,Suriname,partner_embedded_branch,600,1799588.7739703152,1480171.5464996411,0.6030831575712656,0.10527039814223642,132213807.6759477,5537.432415815133,25.0,0.07382758128010404,0.00013329713669585705,554.1457083811805,0.08,120392.4626320912,480003.8372926789,-321211.06767717336,-3970598.3599277223,-291715493.8456938,-3805508.719808967,-279586539.584773,-4172511.791646658,-3343487.2766664377,0.0,inf,-785.7120646798891,111.07319269212103,0.11
SUR,Suriname,urban_standard_branch,1400,6071608.683335474,4993931.138348811,0.6030831575712656,0.10527039814223642,446074411.1951056,5537.432415815133,40.0,0.07363400726517552,0.00013329713669585705,554.1457083811805,0.0,320391.4336051871,1233252.1254562228,-912860.6918510357,-12312042.358215557,-904552208.811503,-12097967.507506657,-888824365.0122559,-13120968.752391886,-11248514.280859487,0.0,inf,-2238.812029841279,309.1269462228397,0.11
SUR,Suriname,flagship_regional_hub,2500,22251035.748067297,18301597.82658149,0.6030831575712656,0.10527039814223642,1634759120.2711816,5537.432415815133,75.0,0.07269109413288402,0.00013329713669585705,554.1457083811805,0.0,950386.4211401528,3732927.68561854,-2782541.264478387,-41396683.10086423,-3041368771.069084,-38491950.649669334,-2827961273.0854917,-41322000.32686732,-34305679.12389299,0.0,inf,-6912.767797442377,1083.1059478465781,0.11
SYC,Seychelles,partner_embedded_branch,600,1969847.7737018913,1666456.4278328395,0.7582455471954085,0.07459797535431618,144722549.10132688,5980.656370498291,25.0,0.13859109687282795,0.00016183573841718592,856.8149835159445,0.08,120795.71109735055,586835.9655185202,-419093.3771796881,-4713659.069830234,-346307346.83545053,-4823297.057883937,-354362329.2159692,-5252909.633059871,-4314124.69275103,0.0,inf,-505.62276111533714,130.65036012816407,0.11
SYC,Seychelles,urban_standard_branch,1400,6836910.72800786,5783905.731860998,0.7582455471954085,0.07459797535431618,502300310.5849367,5980.656370498291,40.0,0.1382277145895423,0.00016183573841718592,856.8149835159445,0.0,320793.6247633658,1507627.4734075717,-1186833.8486442058,-14688476.975560088,-1079146246.0697267,-15014602.935180213,-1103106361.5844617,-16159151.275145395,-12735158.605214212,0.0,inf,-1435.6413097121224,370.0686479042008,0.11
SYC,Seychelles,flagship_regional_hub,2500,25438041.50173467,21520133.859064188,0.7582455471954085,0.07459797535431618,1868904927.2867944,5980.656370498291,75.0,0.1364576530082984,0.00016183573841718592,856.8149835159445,0.0,950783.4620784966,4563251.879154726,-3612468.417076229,-49475706.460577086,-3634925730.381492,-48338646.44147648,-3551387181.5441914,-52273143.17781224,-42192912.052072026,0.0,inf,-4426.467822217752,1345.6524671366233,0.11
PNG,Papua New Guinea,partner_embedded_branch,600,1821987.3639678268,1430225.9473928642,0.5525597120115795,0.15810522951355918,133859407.44461589,4752.246064274427,25.0,0.3045860273634607,0.0001350712730935681,2256.176844306793,0.08,121389.56903978015,461021.7485578423,-302750.43963343475,-3901161.156475797,-286614018.8890047,-3871761.0907275653,-284454028.39855444,-4296416.525965671,-3399154.3170516863,0.0,inf,-209.15867706298422,126.2162840872564,0.11
PNG,Papua New Guinea,urban_standard_branch,1400,6064180.873577216,4760268.378692671,0.5525597120115795,0.15810522951355918,445528698.18275714,4752.246064274427,40.0,0.303787410651582,0.0001350712730935681,2256.176844306793,0.0,321385.9256255793,1184225.5338884788,-862839.6082628994,-12034993.269810578,-884197717.0403864,-11938064.98277664,-877076502.4131187,-13305209.340269217,-10917971.314281678,0.0,inf,-597.6698955877636,353.75689456369804,0.11
PNG,Papua New Guinea,flagship_regional_hub,2500,22050578.151198354,17309290.7506108,0.5525597120115795,0.15810522951355918,1620031721.132577,4752.246064274427,75.0,0.2998972904534969,0.0001350712730935681,2256.176844306793,0.0,951368.1782895144,3584078.540352435,-2632710.3620629204,-40355988.031903915,-2964910049.1171455,-41534657.4295507,-3051505593.225918,-45020701.67947842,-38517821.2012972,0.0,inf,-1847.275290764473,1257.7349007975215,0.11
TLS,Timor-Leste,partner_embedded_branch,600,1631610.068209063,1298152.4766645918,0.45,0.142609906658367,119872596.94024484,4706.627750472073,25.0,0.5804684814301202,0.0001229050029039783,4725.363649726204,0.08,122622.76710045445,370636.6076047728,-218362.9118959365,-3213490.687872335,-236091625.9982238,-3155765.2095603007,-231850598.6046648,-3409400.0836681626,-2812894.56625423,0.0,inf,-79.92642403657435,98.04530646614778,0.11
TLS,Timor-Leste,urban_standard_branch,1400,5302028.747664167,4218435.448662102,0.45,0.142609906658367,389534219.8592639,4706.627750472073,40.0,0.5789465080356028,0.0001229050029039783,4725.363649726204,0.0,322615.8902727289,951795.9043360458,-629180.0140633169,-9892777.425928783,-726811475.4278191,-9675639.560481135,-710858595.3050325,-10249509.828009417,-8749343.328659039,0.0,inf,-230.90143336581056,269.593248830827,0.11
TLS,Timor-Leste,flagship_regional_hub,2500,19023234.828750577,15135392.878655877,0.45,0.142609906658367,1397616137.3099933,4706.627750472073,75.0,0.5715328647259951,0.0001229050029039783,4725.363649726204,0.0,952582.3927437691,2880174.253125378,-1927591.8603816088,-33160293.549916405,-2436250290.7894535,-32640696.97672712,-2398076102.113467,-35533896.278656684,-30035740.15112721,0.0,inf,-716.578913269974,921.8836543300963,0.11
JAM,Jamaica,partner_embedded_branch,600,1816573.268188917,1522873.1542754874,0.6414150306394326,0.08441746390478605,133461639.78324474,5211.2059512581145,25.0,2.3212545350199583,0.00013181812477768373,17618.69714774754,0.08,131612.67402938966,503261.0602575833,-331387.50140758697,-4074101.6409173524,-299319766.0463929,-3948443.6360268877,-290087810.65089583,-4310347.701388098,-3652361.7826549485,0.0,inf,-27.39524079864351,126.96518778343207,0.11
JAM,Jamaica,urban_standard_branch,1400,6181143.260646549,5181787.764472682,0.6414150306394326,0.08441746390478605,454121796.1021153,5211.2059512581145,40.0,2.3151682654683383,0.00013181812477768373,17618.69714774754,0.0,331582.22589744563,1290056.0367400325,-958473.8108425869,-12724576.142565474,-934860612.1605287,-12660453.477891568,-930149590.5218679,-13623644.051767359,-12056627.576102156,0.0,inf,-79.44369817651476,358.2729360633601,0.11
JAM,Jamaica,flagship_regional_hub,2500,22759107.616072528,19079458.34650431,0.6414150306394326,0.08441746390478605,1672086601.534471,5211.2059512581145,75.0,2.285521602981085,0.00013181812477768373,17618.69714774754,0.0,961433.9108280167,3899689.8012018856,-2938255.890373869,-42870804.329728894,-3149670836.2204194,-41788953.23031983,-3070188425.9830446,-45903741.862078846,-38578256.27429537,0.0,inf,-246.6982380033308,1292.191687059723,0.11
PRK,"Korea, Dem. People's Rep.",partner_embedded_branch,600,2034591.8031305862,1575682.658609206,0.6657743723299475,0.17385877278708647,149479221.72502074,5316.966520944462,25.0,12.388701729015102,0.00012623582408040454,98190.46841374174,0.08,183235.49983789446,576307.3953066235,-346967.30384419917,-4465913.791561959,-328105773.76088643,-4655803.707071803,-342056776.9744876,-5099493.950339405,-4339241.56803607,0.0,inf,-5.267430676507829,140.47223064711883,0.11
PRK,"Korea, Dem. People's Rep.",urban_standard_branch,1400,6918035.687138192,5357649.061148625,0.6657743723299475,0.17385877278708647,508260472.0947872,5316.966520944462,40.0,12.356218872447734,0.00012623582408040454,98190.46841374174,0.0,383069.69798745605,1463919.6106653868,-1080849.9126779307,-14272058.006937228,-1048552402.5058706,-14479695.380996069,-1063807291.9768622,-15839261.23653238,-13215428.271533582,0.0,inf,-16.45189289438464,397.24905825358223,0.11
PRK,"Korea, Dem. People's Rep.",flagship_regional_hub,2500,25446917.573519804,19707278.223552108,0.6657743723299475,0.17385877278708647,1869557042.5171692,5316.966520944462,75.0,12.19799251110981,0.00012623582408040454,98190.46841374174,0.0,1012262.0650921301,4401715.934379505,-3389453.869287375,-48304218.82861842,-3548857822.697884,-46618873.330192104,-3425037342.808551,-51693185.02020545,-40875858.34944316,0.0,inf,-52.26096676525385,1439.4680843476128,0.11
LSO,Lesotho,partner_embedded_branch,600,1623136.272437134,1296935.5695357516,0.45,0.13774227814300652,119250036.48605657,4577.987876410853,25.0,0.22991196002059086,0.0001367638388384874,1681.962991258946,0.08,121010.43279899147,368799.2077486494,-218284.83832976597,-3204567.2161628064,-235436028.34754363,-3171347.596884152,-232995419.4607221,-3617933.586356572,-2757624.9339661696,0.0,inf,-207.38978881696318,100.92861991106356,0.11
LSO,Lesotho,urban_standard_branch,1400,5276091.038728527,4215758.252978654,0.45,0.13774227814300652,387628604.9152423,4577.987876410853,40.0,0.22930913678827586,0.0001367638388384874,1681.962991258946,0.0,321007.7834702403,947397.4625994733,-626389.679129233,-9851702.972810533,-723793780.5391198,-9781762.056923864,-718655298.3839338,-10222482.0575347,-9300903.467310015,0.0,inf,-596.6897748587675,278.18122348121534,0.11
LSO,Lesotho,flagship_regional_hub,2500,18934274.51912512,15129064.96158591,0.45,0.13774227814300652,1391080321.2181516,4577.987876410853,75.0,0.2263727408964506,0.0001367638388384874,1681.962991258946,0.0,950994.8783968389,2867426.330893927,-1916431.452497088,-33010649.241550867,-2425256088.062577,-33308496.072566032,-2447138567.1057467,-35242925.858483285,-31201654.76194542,0.0,inf,-1849.245294945461,955.7454513190363,0.11
BLZ,Belize,partner_embedded_branch,600,1842587.0578953018,1509661.6595556196,0.6258148168084378,0.10957255418028954,135372844.29780415,5302.28651987288,25.0,0.47326182033897857,0.0001407012637147094,3365.3452584844613,0.08,122408.99497953971,500447.2877336124,-338002.5097353837,-4121646.2256002906,-302812814.3840052,-4509052.427205115,-331275121.86908984,-5147507.984621394,-4081585.7260664394,0.0,inf,-134.69617500322371,123.21533046102321,0.11
BLZ,Belize,urban_standard_branch,1400,6242402.093912599,5114501.952203035,0.6258148168084378,0.10957255418028954,458622415.19745535,5302.28651987288,40.0,0.47202094004618095,0.0001407012637147094,3365.3452584844613,0.0,322402.67865680443,1285265.7226863897,-962863.0440295853,-12790894.825003609,-939732972.8087077,-13229715.964240188,-971972679.205166,-14197662.351245986,-11913473.81973495,0.0,inf,-384.7158335762625,345.9403770159207,0.11
BLZ,Belize,flagship_regional_hub,2500,22927109.91535207,18784555.473411568,0.6258148168084378,0.10957255418028954,1684429545.6600096,5302.28651987288,75.0,0.46597652171806675,0.0001407012637147094,3365.3452584844613,0.0,952371.9113884956,3889470.897023932,-2937098.9856354366,-43006632.075824134,-3159649951.315516,-45658024.142806396,-3354444809.945429,-48284395.252161,-41042720.92788285,0.0,inf,-1188.752261102946,1234.399403255547,0.11
CHI,Channel Islands,partner_embedded_branch,600,2070836.441356622,1757390.4940494339,0.8316653523169946,0.0712352146127627,152142075.42638552,6288.68224757156,25.0,1.0952493058541852,0.00015991503214277407,6852.512733919383,0.08,126612.16787173468,642957.5862509286,-464908.8114791196,-5089587.598427683,-373926402.3101236,-5326988.694694916,-391367999.71167135,-5699449.938771777,-4847541.412648427,0.0,inf,-67.49865818256464,137.50699971784954,0.11
CHI,Channel Islands,urban_standard_branch,1400,7263213.769176235,6163839.20008539,0.8316653523169946,0.0712352146127627,533620326.08623195,6288.68224757156,40.0,1.09237759040847,0.00015991503214277407,6852.512733919383,0.0,326594.83093802887,1650180.7262301934,-1323585.8952921645,-15925389.215306478,-1170020827.7204301,-15540842.800102925,-1141768625.5964818,-16399004.726443615,-14756218.064032644,0.0,inf,-192.67248416534238,391.7274702561462,0.11
CHI,Channel Islands,flagship_regional_hub,2500,27170098.678348094,23057578.177653477,0.8316653523169946,0.0712352146127627,1996157262.7896883,6288.68224757156,75.0,1.0783892552129166,0.00015991503214277407,6852.512733919383,0.0,956510.3814706202,4991871.851019251,-4035361.469548631,-53703432.09912564,-3945532082.547452,-52719916.21455606,-3873274252.375598,-56854745.37989399,-48056141.75853288,0.0,inf,-595.0414777150739,1442.362372698702,0.11
ERI,Eritrea,partner_embedded_branch,600,1715075.7410620993,1310040.3978342097,0.45,0.1901615913368389,126004728.11251728,4688.329401779147,25.0,0.10361927969659881,0.00012139452038253976,854.0192101545083,0.08,120466.36926296903,385689.29290831054,-234367.78021267668,-3387912.9934085696,-248906240.92143488,-3438200.4095440693,-252600802.0687523,-3876699.675143238,-3095711.2905604425,0.0,inf,-482.43545805699864,102.60297018511224,0.11
ERI,Eritrea,urban_standard_branch,1400,5556921.315352706,4244588.875235261,0.45,0.1901615913368389,408260896.4255165,4688.329401779147,40.0,0.10334759261641707,0.00012139452038253976,854.0192101545083,0.0,320465.146454784,990911.8389046086,-670446.6924498247,-10387133.447983446,-763131268.576551,-10399186.431909088,-764016788.0472857,-11218503.724032046,-9437835.278950768,0.0,inf,-1383.7122010329988,282.2178961947908,0.11
ERI,Eritrea,flagship_regional_hub,2500,19895849.29121825,15197210.06873789,0.45,0.1901615913368389,1461726161.9915848,4688.329401779147,75.0,0.10202418505124415,0.00012139452038253976,854.0192101545083,0.0,950459.1900670095,2999349.5339069804,-2048890.3438399709,-34744066.46605835,-2552608344.7881947,-33075213.362496555,-2429999543.007923,-35666482.04281322,-31307355.986032724,0.0,inf,-4283.487103490349,965.6806152776976,0.11
SWZ,Eswatini,partner_embedded_branch,600,1734014.2324215379,1381439.750617939,0.5169295310506734,0.14111134721838833,127396118.24035473,5161.959247142662,25.0,0.2271020028654658,0.00012962791128917755,1752.8655088000744,0.08,121125.39963238657,424903.09354536573,-269785.4464293499,-3608595.436004524,-265119537.2282728,-3588899.778088191,-263672518.9063835,-3961424.606772878,-3210579.358697739,0.0,inf,-230.13516365110425,103.52334170781839,0.11
SWZ,Eswatini,urban_standard_branch,1400,5730900.00056822,4565644.802433616,0.5169295310506734,0.14111134721838833,421042919.05174655,5161.959247142662,40.0,0.22650654726837416,0.00012962791128917755,1752.8655088000744,0.0,321122.4488635619,1091524.7775804473,-770402.3287168853,-11139949.87576119,-818439863.4273114,-11503962.300390553,-845183455.8511635,-12667033.319409385,-10380705.194473695,0.0,inf,-658.9041688912592,285.8040231596545,0.11
SWZ,Eswatini,flagship_regional_hub,2500,20760080.574828368,16538964.903448045,0.5169295310506734,0.14111134721838833,1525220283.744008,5161.959247142662,75.0,0.22360603966459525,0.00012962791128917755,1752.8655088000744,0.0,951108.075453597,3303653.5846797344,-2352545.5092261373,-37381182.92057451,-2746354389.873397,-36974419.783346854,-2716469949.620732,-41224327.64709971,-34953470.58017588,0.0,inf,-2038.1677813777715,985.176235970943,0.11
SSD,South Sudan,partner_embedded_branch,600,1958009.5752553006,1471081.574196319,0.5748652593570552,0.21000000000000002,143852809.68347415,4688.329401779147,25.0,0.747631497080311,0.0001035933503196303,7220.74262016549,0.08,123364.93702027947,501531.76311974623,-338044.2850498871,-4250367.84094415,-312269849.8695417,-4075027.969761593,-299387822.4076175,-4402242.158962148,-3680707.4562501595,0.0,inf,-96.44237371816807,140.98669827945028,0.11
SSD,South Sudan,urban_standard_branch,1400,6528287.933062052,4904799.348656688,0.5748652593570552,0.21000000000000002,479626133.32534266,4688.329401779147,40.0,0.745671226568024,0.0001035933503196303,7220.74262016549,0.0,323356.1142421564,1287778.9361334916,-964422.8218913352,-13104817.107137078,-962796497.5625434,-12772225.579914259,-938361363.9081627,-14077471.481742645,-11861698.415225867,0.0,inf,-275.8684127572482,397.6511244305123,0.11
SSD,South Sudan,flagship_regional_hub,2500,23751921.86428905,17845170.44649816,0.5748652593570552,0.21000000000000002,1745027572.255266,4688.329401779147,75.0,0.7361226060594208,0.0001035933503196303,7220.74262016549,0.0,953313.1378470105,3896598.8284732443,-2943285.690626234,-43898623.79900472,-3225183602.026698,-44420250.18310249,-3263506918.6773386,-47752904.783136085,-40345229.043771595,0.0,inf,-852.83329383674,1432.768253515291,0.11
