iso3,country,format,capacity_students,capex_usd,capex_base_usd_for_diag,cost_factor,risk_premium,capex_rub,avg_tuition_usd,students_year_1,students_year_10,capture_ceiling,demand_pool_students,host_subsidy_share,annual_revenue_year_10_usd,annual_opex_year_10_usd,cashflow_year_10_usd,npv_10y_usd,npv_10y_rub,npv_expected_usd,npv_expected_rub,npv_p10_usd,npv_p90_usd,npv_positive_probability,payback_years,margin_year_10,breakeven_students,discount_rate
GNB,Guinea-Bissau,partner_embedded_branch,600,1675691.1544122093,1304452.9574175025,0.45,0.1678118296700106,123111185.85439517,4578.818375950798,25.0,0.02677647531973488,0.00010795529599075551,248.16218858907635,0.08,120117.7004325477,378390.9143460083,-228001.94076577996,-3312808.440842848,-243388392.05943912,-3387679.0691306056,-248889054.76204956,-3679875.2590549146,-3126638.318740022,0.0,inf,-1859.6521558782702,103.57346750872897,0.11
GNB,Guinea-Bissau,urban_standard_branch,1400,5436778.519424789,4232296.506318506,0.45,0.1678118296700106,399434137.3657679,4578.818375950798,40.0,0.026706268091712466,0.00010795529599075551,248.16218858907635,0.0,320117.3918250477,972229.7874056946,-652112.3955806468,-10162124.69866414,-746600123.2736859,-10227415.247177972,-751396948.0533937,-11196325.519307906,-9164289.350951077,0.0,inf,-5332.806603039043,285.4664699085726,0.11
GNB,Guinea-Bissau,flagship_regional_hub,2500,19484906.413904835,15168155.378571015,0.45,0.1678118296700106,1431534640.832533,4578.818375950798,75.0,0.02636428356807399,0.00010795529599075551,248.16218858907635,0.0,950115.8885754275,2942922.5889440044,-1992806.700368577,-34009227.60546011,-2498620542.022788,-34284562.127669506,-2518849066.5015383,-36251402.84525452,-31218057.20664254,0.0,inf,-16508.050300016537,980.7443290726775,0.11
BRB,Barbados,partner_embedded_branch,600,2240957.256927118,1902153.003231476,0.9475194581876708,0.07101472198755047,164640664.61345276,5674.872728904498,25.0,0.8055965615173235,0.0001438344330018375,5603.777621263191,0.08,124388.79163915574,731920.7235326903,-548978.2740109194,-5768009.540903949,-423769316.15971816,-5854269.023744097,-430106705.4785527,-6311326.026654283,-5299942.652112653,0.0,inf,-120.08297189334422,188.0980195215843,0.11
BRB,Barbados,urban_standard_branch,1400,7971321.819822046,6766159.279669041,0.9475194581876708,0.07101472198755047,585644245.648324,5674.872728904498,40.0,0.8034843081003535,0.0001438344330018375,5603.777621263191,0.0,324377.28434061573,1879068.382249828,-1554691.097909212,-18020215.628129892,-1323925419.9615123,-17581365.058740653,-1291683551.3641112,-19520358.13091073,-15373641.033679716,0.0,inf,-340.9656165454624,558.1940182180404,0.11
BRB,Barbados,flagship_regional_hub,2500,30030450.118171718,25490227.760524902,0.9475194581876708,0.07101472198755047,2206304136.6869464,5674.872728904498,75.0,0.7931953677881743,0.0001438344330018375,5603.777621263191,0.0,954321.2314509003,5685250.679836395,-4730929.448385495,-60719035.17864932,-4460960723.636669,-58430036.09623387,-4292790478.950597,-63978179.30458423,-52840970.18247852,0.0,inf,-1051.0180540095437,2263.600090549414,0.11
PLW,Palau,partner_embedded_branch,600,2002449.8104909663,1723334.3122817364,0.8074015444633721,0.05632952681008561,147117784.88197976,5519.553981302695,25.0,0.07631740881253177,0.00015222221841263632,501.61639646109035,0.08,120404.38853534775,614176.7768239615,-444638.2461426968,-4907694.419214018,-360562910.5157928,-4911407.868867115,-360835733.5770112,-5608998.004316997,-4118262.8823239096,0.0,inf,-1055.55098373378,154.81304159199877,0.11
PLW,Palau,urban_standard_branch,1400,7006017.064094328,6029469.270955082,0.8074015444633721,0.05632952681008561,514724367.08023983,5519.553981302695,40.0,0.07611730653399804,0.00015222221841263632,501.61639646109035,0.0,320403.3282390327,1577967.0750140266,-1257563.7467749938,-15293239.696070556,-1123577497.9066381,-15378021.179344695,-1129806300.2231576,-16369519.894223655,-14502526.516971832,0.0,inf,-2993.2473853039774,447.93103030580625,0.11
PLW,Palau,flagship_regional_hub,2500,26177458.584375642,22528660.818583924,0.8074015444633721,0.05632952681008561,1923229086.9896357,5519.553981302695,75.0,0.07514259375397653,0.00015222221841263632,501.61639646109035,0.0,950398.1634584194,4776327.789652248,-3825929.6261938284,-51511697.460022904,-3784507749.520677,-54086906.41508516,-3973705518.71925,-59744544.39567041,-46591833.1434147,0.0,inf,-9224.58443506286,1708.3101541835435,0.11
GRD,Grenada,partner_embedded_branch,600,1895999.7091417613,1589503.5595268146,0.694725560510135,0.08438643555658255,139297013.03096515,5542.632688729044,25.0,0.7661009721520622,0.00014592944231662193,5252.538507751599,0.08,124076.36763947243,543290.8808411981,-375751.2427344299,-4397171.691681159,-323055367.2989539,-4167747.705810239,-306199839.4234019,-4495756.578220076,-3663092.5252411566,0.0,inf,-88.49083913141294,129.93071832749524,0.11
GRD,Grenada,urban_standard_branch,1400,6511614.75628921,5458985.454208822,0.694725560510135,0.08438643555658255,478401173.3683364,5542.632688729044,40.0,0.7640922751522584,0.00014592944231662193,5252.538507751599,0.0,324065.6795086057,1394867.1381206238,-1070801.458612018,-13695792.193118118,-1006214787.0569757,-13505704.265153218,-992249236.0861154,-14714617.15983303,-12557737.426097283,0.0,inf,-252.8407362389656,367.48526194157483,0.11
GRD,Grenada,flagship_regional_hub,2500,24093801.173999496,20198939.136936396,0.694725560510135,0.08438643555658255,1770145069.0724516,5542.632688729044,75.0,0.7543077656941634,0.00014592944231662193,5252.538507751599,0.0,954013.6168443187,4220389.970153641,-3266376.353309322,-46114108.34027968,-3387952814.241174,-47371550.65511716,-3480335717.9257374,-54284852.441087656,-43895544.24023196,0.0,inf,-781.2707143721475,1331.9845193690676,0.11
CAF,Central African Republic,partner_embedded_branch,600,1753290.5699384324,1324469.465284364,0.45889044359243636,0.2034256431752743,128812329.55374971,4434.45,25.0,0.029986571472910117,0.00010152749850233837,295.5080266746485,0.08,120127.65499379333,397635.88451288483,-245697.35875806073,-3498060.56493013,-256998661.83879524,-3616384.232505925,-265691771.53955457,-3957436.9240437015,-3398374.5779645024,0.0,inf,-1847.7104373183781,113.60692166387642,0.11
CAF,Central African Republic,urban_standard_branch,1400,5689707.208690024,4298114.41042707,0.45889044359243636,0.2034256431752743,418016529.94452655,4434.45,40.0,0.029907947455526565,0.00010152749850233837,295.5080266746485,0.0,320127.32028569037,1021675.1692071517,-701547.8489214614,-10711904.866014244,-786991867.4107139,-10730528.54450477,-788360128.5833665,-11196990.2271758,-10200565.132268516,0.0,inf,-5289.698584264323,314.5930340508913,0.11
CAF,Central African Republic,flagship_regional_hub,2500,20387556.238890532,15401152.65156902,0.45889044359243636,0.2034256431752743,1497851330.5594246,4434.45,75.0,0.029524964137585683,0.00010152749850233837,295.5080266746485,0.0,950125.6898981311,3092588.9535164614,-2142463.2636183305,-35804479.944948725,-2630515756.627444,-36157354.71031104,-2656441077.476371,-40033527.77051342,-31245819.4300395,0.0,inf,-16363.803007684617,1091.0334342415636,0.11
SLB,Solomon Islands,partner_embedded_branch,600,1858613.3021100871,1484838.5309583961,0.6002839968072993,0.13793413979708874,136550274.83139578,4527.311182891982,25.0,0.2749177443799317,0.00012810835882500488,2147.095979918182,0.08,121194.85265136644,492092.5279413711,-331530.273054695,-4113390.2962577417,-302206260.3367304,-4018972.167681423,-295269464.2901697,-4824963.256535188,-3440394.8889263896,0.0,inf,-266.36678737627943,146.56044398636107,0.11
SLB,Solomon Islands,urban_standard_branch,1400,6255308.874916811,4997340.560286354,0.6002839968072993,0.13793413979708874,459570662.2003757,4527.311182891982,40.0,0.2741969171412225,0.00012810835882500488,2147.095979918182,0.0,321191.71977851645,1264066.8702975486,-942875.1505190321,-12708566.794433825,-933684422.9635793,-12236692.909426164,-899016367.69334,-13764876.584822306,-10664290.827036284,0.0,inf,-759.5410941531006,417.6716317605283,0.11
SLB,Solomon Islands,flagship_regional_hub,2500,22888186.694974214,18285278.3146895,0.6002839968072993,0.13793413979708874,1681569899.4743912,4527.311182891982,75.0,0.2706857151353991,0.00012810835882500488,2147.095979918182,0.0,951176.4593265743,3825772.1735680625,-2874595.714241488,-42642159.66487587,-3132872564.2027993,-43353449.71548242,-3185130261.8018064,-47818045.90967624,-37655440.76184069,0.0,inf,-2345.6925567561866,1539.1338836402322,0.11
HTI,Haiti,partner_embedded_branch,600,1894944.3536836503,1465084.5174876358,0.5769034764124288,0.1758206878883988,139219477.22634873,4586.9532603730495,25.0,0.05957255893761369,0.0001022409825592761,582.9715962894126,0.08,120262.32628170974,488457.93715291616,-329118.9758989731,-4131949.7123275814,-303569800.2200239,-3978240.270904228,-292276936.63903564,-4260068.931965983,-3637213.2226187196,0.0,inf,-1204.4321857640045,141.5005907003923,0.11
HTI,Haiti,urban_standard_branch,1400,6333275.2343249805,4896599.455683249,0.5769034764124288,0.1758206878883988,465298764.8630986,4586.9532603730495,40.0,0.05941636122378953,0.0001022409825592761,582.9715962894126,0.0,320261.6384689616,1254995.2391006316,-934733.60063167,-12733060.778226525,-935483969.0094467,-12779243.13191608,-938876935.7344294,-14158642.685128666,-11571244.235294685,0.0,inf,-3429.7107002954594,400.38440502204526,0.11
HTI,Haiti,flagship_regional_hub,2500,23078883.694138154,17843539.898915924,0.5769034764124288,0.1758206878883988,1695580198.2362669,4586.9532603730495,75.0,0.0586555107777568,0.0001022409825592761,582.9715962894126,0.0,950258.2880829448,3798781.137451679,-2848522.8493687343,-42668991.04319415,-3134843836.053327,-46017224.256915085,-3380834847.208869,-51378809.080213174,-42700939.96290118,0.0,inf,-10587.33296641468,1452.607354516398,0.11
KNA,St. Kitts and Nevis,partner_embedded_branch,600,2092963.202944321,1762939.4199440612,0.8344968333678116,0.07927351293718682,153767704.26079604,5944.3505812725725,25.0,0.33852513213296126,0.00014545248573690693,2328.6055221246766,0.08,121931.81958333115,648934.3587451498,-475087.7904622067,-5171680.273602338,-379957660.8532628,-5369120.734288432,-394463394.3153634,-6081365.771462372,-4840821.501086093,0.0,inf,-236.09051423801526,149.7735892941418,0.11
KNA,St. Kitts and Nevis,urban_standard_branch,1400,7340443.90751948,6182983.965628073,0.8344968333678116,0.07927351293718682,539294339.397158,5944.3505812725725,40.0,0.337637527963287,0.00014545248573690693,2328.6055221246766,0.0,321926.7544021837,1666822.974820502,-1344896.2204183184,-16132036.377435993,-1185202967.4102073,-16406835.423843678,-1205392151.070829,-18843251.704873398,-14285039.452050755,0.0,inf,-670.0907859031344,430.4674091385216,0.11
KNA,St. Kitts and Nevis,flagship_regional_hub,2500,27456975.00847714,23127489.067542385,0.8344968333678116,0.07927351293718682,2017233751.2003064,5944.3505812725725,75.0,0.3333139433738389,0.00014545248573690693,2328.6055221246766,0.0,951902.0815357189,5044504.104983297,-4092602.0234475783,-54342307.63326952,-3992469565.277915,-55028245.337019004,-4042864653.8409157,-57279365.07379546,-51761851.169154316,0.0,inf,-2065.578088388681,1616.740297954169,0.11
ATG,Antigua and Barbuda,partner_embedded_branch,600,2103894.356461338,1764257.114179871,0.8345856804991884,0.08410005422354343,154570804.0854224,5920.888112739244,25.0,0.15788552830980848,0.00014867664638420502,1062.4921318487234,0.08,120897.42964583337,651654.9735198123,-478625.14599239395,-5202327.911927188,-382209309.12858737,-5085813.0949296625,-373649093.6900779,-5488078.406770148,-4803680.702129684,0.0,inf,-511.99572276890075,151.2513674498982,0.11
ATG,Antigua and Barbuda,urban_standard_branch,1400,7376987.157820542,6186100.568418729,0.8345856804991884,0.08410005422354343,541979131.7992017,5920.888112739244,40.0,0.15747155652468273,0.00014867664638420502,1062.4921318487234,0.0,320895.0766084367,1674121.737457777,-1353226.6608493403,-16216706.360082379,-1191423577.8982563,-16638739.041828835,-1222429854.7902186,-19285699.661726885,-15062380.440654105,0.0,inf,-1451.3814596097452,434.9917426729536,0.11
ATG,Antigua and Barbuda,flagship_regional_hub,2500,27589470.74919997,23135629.360973563,0.8345856804991884,0.08410005422354343,2026968067.525898,5920.888112739244,75.0,0.15545506979356158,0.00014867664638420502,1062.4921318487234,0.0,950883.6147918135,5067138.732089987,-4116255.1172981737,-54613975.34790198,-4012428693.4374757,-53792536.43788099,-3952078480.301035,-58828420.88700429,-49352297.86438364,0.0,inf,-4472.090043327624,1636.1005022818163,0.11
STP,São Tomé and Principe,partner_embedded_branch,600,1735314.3130027303,1404829.5062774199,0.5392728686632722,0.12295368179331828,127491633.7305663,4849.017730191995,25.0,0.05750263429644024,0.00012968320127298307,443.6394647136861,0.08,120267.67804150673,436067.65227421164,-280914.56205076794,-3681500.96862801,-270475826.5140344,-3634101.664223266,-266993451.75865272,-3867879.6634464394,-3377381.223098,0.0,inf,-1007.471431166868,115.79993371031334,0.11
STP,São Tomé and Principe,urban_standard_branch,1400,5770890.173395111,4671843.442035341,0.5392728686632722,0.12295368179331828,423980953.0601481,4849.017730191995,40.0,0.05735186387166502,0.00012968320127298307,443.6394647136861,0.0,320266.9761965823,1120388.1809789694,-800121.2047823871,-11365894.501320962,-835039766.5280997,-10918096.986485977,-802140575.6904396,-11808427.168643022,-10103962.366030855,0.0,inf,-2877.0967839981854,322.98386159235076,0.11
STP,São Tomé and Principe,flagship_regional_hub,2500,20980173.991602153,16984570.02826003,0.5392728686632722,0.12295368179331828,1541390304.9716196,4849.017730191995,75.0,0.05661745014607165,0.00012968320127298307,443.6394647136861,0.0,950263.5574588127,3391333.9887870755,-2441070.4313282627,-38145864.985460185,-2802534740.030276,-39255861.94175583,-2884084995.4126654,-41204781.5066368,-37346672.28370727,0.0,inf,-8891.52454509175,1136.7367308166436,0.11
LCA,St. Lucia,partner_embedded_branch,600,1929199.061203812,1615447.063792816,0.7152267567232484,0.08565447155502211,141736132.90767676,5759.567737913872,25.0,0.14081143436396393,0.00014564807616431003,967.2958494504496,0.08,120778.57247471237,559238.3461350122,-393720.70596949884,-4526873.133804061,-332584389.58013725,-4606877.067027239,-338462190.54971755,-5001858.845012624,-4005038.4770208476,0.0,inf,-485.4678145028807,128.55009083848984,0.11
LCA,St. Lucia,urban_standard_branch,1400,6647373.309733516,5566289.094316154,0.7152267567232484,0.08565447155502211,488375204.9554807,5759.567737913872,40.0,0.1404422304130142,0.00014564807616431003,967.2958494504496,0.0,320776.5310777544,1436725.869923046,-1115949.3388452916,-14085703.470658028,-1034861139.7154278,-14559250.923162226,-1069652150.1487134,-16731715.635543866,-12483763.952188952,0.0,inf,-1379.6117064491289,363.1493563491761,0.11
LCA,St. Lucia,flagship_regional_hub,2500,24638085.73652903,20631112.70420975,0.7152267567232484,0.08565447155502211,1810133057.1684778,5759.567737913872,75.0,0.1386438110643586,0.00014564807616431003,967.2958494504496,0.0,950766.587284417,4348646.510495702,-3397879.923211285,-47417308.93838066,-3483697528.662995,-49439510.61264022,-3632266461.249003,-53624064.94931073,-43378809.17860344,0.0,inf,-4255.177189331558,1312.9114230215202,0.11
VCT,St. Vincent and the Grenadines,partner_embedded_branch,600,1868918.9709833039,1575878.8844693433,0.6850752109023645,0.07813948336555049,137307420.98727527,5561.483808983961,25.0,0.212389479935308,0.00014271864450892576,1488.9442727588262,0.08,121133.95262770439,532036.8560099552,-368339.9549014544,-4320952.074487501,-317455595.8653148,-4335086.586497033,-318494042.91469187,-4785121.739853426,-3875542.5067481934,0.0,inf,-311.83521080704077,126.35803194056278,0.11
VCT,St. Vincent and the Grenadines,urban_standard_branch,1400,6410514.506897888,5405367.812543348,0.6850752109023645,0.07813948336555049,470973449.2558303,5561.483808983961,40.0,0.21183260019406774,0.00014271864450892576,1488.9442727588262,0.0,321130.97943314654,1366741.539584477,-1045610.5601513304,-13439705.765544165,-987400398.9181877,-13572188.375967711,-997133750.5751343,-15236183.445411392,-12180395.27179029,0.0,inf,-887.5370394248758,356.5951344843513,0.11
VCT,St. Vincent and the Grenadines,flagship_regional_hub,2500,23705027.843562786,19988160.75732487,0.6850752109023645,0.07813948336555049,1741582320.13593,5561.483808983961,75.0,0.20911999839513096,0.00014271864450892576,1488.9442727588262,0.0,951116.4967858009,4136641.26518711,-3185524.768401309,-45240811.92031104,-3323792686.89214,-44580983.75936993,-3275315837.718774,-49101454.33247419,-40044414.40747359,0.0,inf,-2739.0170903820135,1286.4144366876963,0.11
KIR,Kiribati,partner_embedded_branch,600,1668769.38345839,1410376.7145103952,0.5531725964004947,0.0756438760391077,122602650.9563661,4675.893866870737,25.0,0.00798035797026213,0.00014341988840885708,55.67229782249006,0.08,120035.82269461305,428419.3192621171,-274109.95102653466,-3578714.013895618,-262924182.01549578,-3569035.902210233,-262213141.7958934,-4127244.737090222,-3232604.465568074,0.0,inf,-7345.77774865925,119.79789173971822,0.11
KIR,Kiribati,urban_standard_branch,1400,5582496.84099637,4718101.633104081,0.5531725964004947,0.0756438760391077,410139902.1614782,4675.893866870737,40.0,0.007959433677388312,0.00014341988840885708,55.67229782249006,0.0,320035.72876843123,1100790.6105343683,-780754.8817659371,-11070107.39792178,-813308613.4071755,-11083411.430186203,-814286046.0232072,-12032684.838112174,-9720142.052259883,0.0,inf,-20978.184230950275,336.4369910649595,0.11
